Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
BadAss 4520-540Kv ,6.00,540.00,14.00,9.00,22.20,9213.00,85.26,1892.70,190.20,14.49,78.50,0.77,2.57
BadAss 3515-1130 ,3.00,1130.00,12.00,8.50,11.10,9754.00,64.08,711.20,506.19,6.24,78.50,0.88,2.11
BadAss 4520-830Kv ,5.00,830.00,10.00,6.00,18.50,13819.00,53.17,983.70,365.97,6.14,78.50,0.62,2.57
BadAss 3530-700 ,6.00,700.00,10.00,5.80,22.20,14287.00,45.89,1018.80,353.36,6.49,78.50,0.64,2.40
Cobra C-4130/12 ,6.00,540.00,11.00,8.00,22.20,10357.00,36.00,799.20,450.45,7.12,78.50,0.89,2.58
BadAss 3530-650Kv ,6.00,570.00,14.00,8.50,22.20,9736.00,74.86,1661.90,216.62,11.00,78.40,0.66,2.40
BadAss 2820-910Kv ,4.00,910.00,11.00,8.50,14.80,9738.00,53.42,790.60,455.35,5.39,78.40,0.68,2.03
BadAss 2820-780 ,4.00,780.00,12.00,10.00,14.80,8276.00,52.72,780.30,461.36,5.02,78.40,0.64,2.03
BadAss 3530-700 ,5.00,700.00,10.00,7.00,18.50,11826.00,42.96,794.70,453.00,6.55,78.40,0.82,2.40
Cobra C-3520/14 ,5.00,700.00,11.00,8.50,18.50,9735.00,40.54,750.00,480.00,5.39,78.40,0.72,2.18
Cobra C-4120/20 ,6.00,480.00,14.00,10.00,22.20,8265.00,42.32,939.60,383.14,8.08,78.30,0.86,2.34
BadAss 2826-690 ,5.00,690.00,11.00,8.00,18.50,10332.00,41.94,775.90,463.98,5.54,78.30,0.71,2.10
Cobra C-3525/12 ,6.00,650.00,10.00,7.00,22.20,11816.00,32.84,729.00,493.83,5.21,78.30,0.71,2.26
BadAss 3530-890 ,3.00,890.00,14.00,10.00,11.10,8260.00,87.06,966.30,372.56,7.72,78.20,0.80,2.41
BadAss 4530-440Kv ,6.00,440.00,15.00,10.00,22.20,8262.00,85.04,1887.90,190.69,11.22,78.20,0.59,2.87
Tempest 4120-700Kv ,4.00,700.00,13.00,10.00,14.80,8245.00,75.25,1113.60,323.28,6.39,78.10,0.57,2.32
BadAss 2820-1350 ,5.00,1350.00,8.00,4.00,18.50,20606.00,67.42,1247.20,288.65,6.16,78.10,0.49,2.03
BadAss 2826-820Kv ,4.00,820.00,11.00,8.50,14.80,9706.00,50.24,743.50,484.20,5.37,78.10,0.72,2.09
BadAss 3520-650Kv ,4.00,650.00,13.00,10.00,14.80,8249.00,46.64,690.30,521.51,6.50,78.10,0.94,2.21
BadAss 3515-710 ,5.00,710.00,11.00,8.00,18.50,10315.00,45.77,846.80,425.13,6.64,78.10,0.78,2.11
BadAss 2820-780 ,5.00,780.00,10.00,7.00,18.50,11781.00,38.95,720.60,499.58,5.26,78.10,0.73,2.03
BadAss 4530-550Kv ,6.00,550.00,15.00,8.00,22.20,10299.00,104.24,2314.20,155.56,14.33,78.00,0.62,2.86
BadAss 3530-890 ,3.00,890.00,14.00,10.00,11.10,8232.00,87.30,969.10,371.48,8.51,78.00,0.88,2.41
BadAss 4520-660Kv ,4.00,660.00,13.00,10.00,14.80,8235.00,73.22,1083.60,332.23,6.53,78.00,0.60,2.57
BadAss 2814-1300 ,3.00,1300.00,11.00,8.00,11.10,10298.00,58.14,645.30,557.88,5.18,78.00,0.80,1.96
Cobra C-4120/12 ,4.00,850.00,11.00,8.00,14.80,10297.00,53.91,797.90,451.18,5.78,78.00,0.72,2.35
BadAss 3515-1130 ,3.00,1130.00,11.00,8.00,11.10,10297.00,50.71,562.90,639.55,5.09,78.00,0.90,2.11
BadAss 2826-820Kv ,4.00,820.00,12.00,8.50,14.80,9696.00,48.34,715.50,503.14,6.25,78.00,0.87,2.09
Tempest 4120-520Kv ,5.00,520.00,14.00,10.00,18.50,8234.00,47.87,885.60,406.50,7.98,78.00,0.90,2.32
Cobra C-3525/10 ,6.00,780.00,10.00,6.00,22.20,13722.00,44.38,985.20,365.41,6.30,78.00,0.64,2.26
Tempest 4130-690Kv ,5.00,690.00,10.00,7.00,18.50,11763.00,42.47,785.60,458.25,6.35,78.00,0.81,2.54
BadAss 2826-820Kv ,4.00,820.00,11.00,8.00,14.80,10300.00,38.74,573.40,627.83,5.12,78.00,0.89,2.09
BadAss 4520-660Kv ,5.00,660.00,13.00,8.00,18.50,10279.00,84.38,1561.00,230.62,10.05,77.90,0.64,2.57
Tempest 4130-540Kv ,6.00,540.00,13.00,8.00,22.20,10277.00,71.34,1583.60,227.33,11.89,77.90,0.75,2.54
BadAss 3515-1130 ,3.00,1130.00,11.00,8.50,11.10,9678.00,66.57,738.90,487.21,5.13,77.90,0.69,2.11
Cobra C-4120/12 ,4.00,850.00,11.00,8.00,14.80,10281.00,54.70,809.60,444.66,6.74,77.90,0.83,2.35
BadAss 2814-980Kv ,4.00,980.00,11.00,8.00,14.80,10280.00,42.39,627.40,573.80,5.05,77.90,0.81,1.96
Cobra C-3520/12 ,5.00,820.00,10.00,7.00,18.50,11756.00,40.13,742.40,484.91,5.14,77.90,0.69,2.18
Cobra C-4120/16 ,5.00,610.00,11.00,8.50,18.50,9673.00,37.36,691.10,520.91,5.38,77.90,0.78,2.34
Tempest 4120-700Kv ,5.00,700.00,10.00,7.00,18.50,11759.00,37.28,689.80,521.89,5.03,77.90,0.73,2.32
BadAss 3530-890 ,4.00,890.00,11.00,7.00,14.80,11739.00,70.53,1043.90,344.86,8.14,77.80,0.78,2.41
BadAss 3520-790 ,4.00,790.00,11.00,8.50,14.80,9668.00,47.49,702.80,512.24,5.07,77.80,0.72,2.20
BadAss 3515-710 ,6.00,710.00,10.00,6.00,22.20,13687.00,28.18,625.70,575.36,5.31,77.80,0.85,2.11
BadAss 4530-440Kv ,5.00,440.00,16.00,12.00,18.50,6835.00,82.94,1534.30,234.63,9.34,77.70,0.61,2.87
BadAss 3530-890 ,4.00,890.00,11.00,7.00,14.80,11717.00,70.15,1038.20,346.75,7.38,77.70,0.71,2.41
BadAss 4520-660Kv ,5.00,660.00,13.00,8.00,18.50,10242.00,86.48,1599.80,225.03,12.08,77.60,0.76,2.57
Cobra C-4120/18 ,6.00,540.00,11.00,8.00,22.20,10241.00,34.03,755.40,476.57,5.67,77.60,0.75,2.34
BadAss 4520-830Kv ,4.00,830.00,12.00,8.00,14.80,10224.00,91.25,1350.50,266.57,10.26,77.50,0.76,2.57
BadAss 4520-540Kv ,5.00,540.00,14.00,10.00,18.50,8188.00,48.03,888.60,405.13,7.82,77.50,0.88,2.57
Cobra C-3525/12 ,6.00,650.00,10.00,7.00,22.20,11698.00,35.00,777.10,463.26,6.59,77.50,0.85,2.26
Tempest 4120-830Kv ,4.00,830.00,12.00,8.00,14.80,10213.00,94.75,1402.30,256.72,10.24,77.40,0.73,2.32
Tempest 2826-1470Kv ,3.00,1470.00,10.00,7.00,11.10,11678.00,69.70,773.70,465.30,5.11,77.40,0.66,2.07
Cobra C-2826-EF1 ,3.00,1200.00,11.00,8.50,11.10,9622.00,67.59,750.20,479.87,5.15,77.40,0.69,2.09
Cobra C-2826-EF1-SS ,3.00,1200.00,11.00,8.50,11.10,9622.00,67.59,750.20,479.87,5.15,77.40,0.69,2.09
Cobra C-2826-EF1 ,4.00,1200.00,10.00,6.00,14.80,13620.00,67.09,992.90,362.57,6.14,77.40,0.62,2.09
Cobra C-2826-EF1-SS ,4.00,1200.00,10.00,6.00,14.80,13620.00,67.09,992.90,362.57,6.14,77.40,0.62,2.09
BadAss 4520-830Kv ,6.00,830.00,10.00,5.00,22.20,16350.00,62.13,1379.20,261.02,9.20,77.40,0.67,2.57
BadAss 2826-690 ,5.00,690.00,11.00,8.00,18.50,10212.00,43.70,808.40,445.32,6.48,77.40,0.80,2.10
Cobra C-4120/20 ,7.00,480.00,11.00,8.00,25.90,10223.00,29.41,761.60,472.69,5.63,77.40,0.74,2.34
BadAss 3530-650Kv ,6.00,570.00,12.00,8.00,22.20,10198.00,58.04,1288.40,279.42,10.15,77.30,0.79,2.40
BadAss 3520-560 ,6.00,560.00,12.00,8.00,22.20,10199.00,47.09,1045.30,344.40,6.59,77.30,0.63,2.20
Cobra C-4120/20 ,7.00,480.00,11.00,8.00,25.90,10202.00,29.80,771.70,466.50,6.58,77.30,0.85,2.34
BadAss 3520-970 ,4.00,970.00,11.00,7.00,14.80,11651.00,71.97,1065.20,337.96,7.92,77.20,0.74,2.19
BadAss 3515-940 ,5.00,940.00,10.00,5.80,18.50,14062.00,58.46,1081.50,332.87,7.16,77.20,0.66,2.11
Tempest 2826-920Kv ,4.00,920.00,11.00,8.00,14.80,10188.00,57.64,853.00,422.04,5.78,77.20,0.68,2.07
BadAss 3520-650Kv ,5.00,650.00,12.00,8.00,18.50,10194.00,56.19,1039.50,346.32,6.74,77.20,0.65,2.21
Tempest 2826-920Kv ,5.00,920.00,10.00,6.00,18.50,13586.00,54.67,1011.30,355.98,6.42,77.20,0.64,2.07
Cobra C-4130/14 ,6.00,450.00,13.00,10.00,22.20,8157.00,45.72,1015.10,354.64,6.58,77.20,0.65,2.58
Tempest 4120-700Kv ,5.00,700.00,10.00,7.00,18.50,11649.00,40.99,758.40,474.68,6.24,77.20,0.82,2.32
BadAss 4520-370Kv ,6.00,370.00,14.00,12.00,22.20,6795.00,36.24,804.40,447.54,5.39,77.20,0.67,2.58
Cobra C-4120/20 ,6.00,480.00,13.00,10.00,22.20,8146.00,46.13,1024.00,351.56,6.54,77.10,0.64,2.34
Cobra C-3525/10 ,5.00,780.00,10.00,7.00,18.50,11633.00,38.10,704.80,510.78,5.06,77.10,0.72,2.26
Cobra C-4120/16 ,4.00,610.00,14.00,12.00,14.80,6779.00,61.65,912.50,394.52,5.47,77.00,0.60,2.34
Cobra C-4120/14 ,4.00,710.00,14.00,10.00,14.80,8128.00,61.23,906.20,397.26,7.87,77.00,0.87,2.35
Cobra C-3520/10 ,4.00,980.00,11.00,8.00,14.80,10160.00,56.81,840.80,428.16,5.59,77.00,0.67,2.16
BadAss 2820-780 ,5.00,780.00,11.00,8.00,18.50,10159.00,53.84,996.10,361.41,7.04,77.00,0.71,2.03
BadAss 2820-1080 ,4.00,1080.00,10.00,6.00,14.80,13550.00,42.85,634.20,567.64,5.18,77.00,0.82,2.03
BadAss 4530-730Kv ,4.00,730.00,14.00,8.50,14.80,9559.00,106.28,1573.00,228.86,10.61,76.90,0.67,2.87
BadAss 4520-830Kv ,6.00,830.00,10.00,5.00,22.20,16250.00,69.45,1541.90,233.48,7.96,76.90,0.52,2.57
BadAss 3515-1130 ,4.00,1130.00,10.00,6.00,14.80,13527.00,64.21,950.30,378.83,6.13,76.90,0.65,2.11
BadAss 2820-1080 ,6.00,1080.00,8.00,4.00,22.20,20300.00,52.08,1156.10,311.39,5.97,76.90,0.52,2.03
Cobra C-4130/12 ,5.00,540.00,14.00,10.00,18.50,8117.00,45.49,841.60,427.76,7.53,76.90,0.89,2.58
Tempest 4120-600Kv ,5.00,600.00,11.00,8.00,18.50,10154.00,38.82,718.10,501.32,5.48,76.90,0.76,2.32
Cobra C-3525/12 ,5.00,650.00,11.00,8.50,18.50,9551.00,36.36,672.60,535.24,5.10,76.90,0.76,2.26
BadAss 3530-890 ,3.00,890.00,13.00,10.00,11.10,8114.00,91.84,1019.50,353.11,6.32,76.80,0.62,2.41
BadAss 2820-780 ,5.00,780.00,9.00,7.00,18.50,11585.00,33.37,617.30,583.18,5.14,76.80,0.83,2.03
BadAss 4530-730Kv ,6.00,730.00,11.00,5.50,22.20,14731.00,96.14,2134.40,168.67,10.56,76.70,0.49,2.87
Tempest 4120-520Kv ,6.00,520.00,12.00,8.00,22.20,10130.00,44.83,995.20,361.74,6.58,76.70,0.66,2.32
Cobra C-4130/14 ,5.00,450.00,14.00,12.00,18.50,6752.00,43.87,811.50,443.62,5.42,76.70,0.67,2.58
Cobra C-4120/14 ,6.00,710.00,10.00,6.00,22.20,13505.00,41.21,914.80,393.53,6.24,76.70,0.68,2.35
Tempest 4130-400Kv ,6.00,400.00,14.00,10.00,22.20,8095.00,35.67,791.80,454.66,7.83,76.70,0.99,2.53
BadAss 4520-830Kv ,4.00,830.00,13.00,8.00,14.80,10108.00,100.34,1485.10,242.41,9.64,76.60,0.65,2.57
BadAss 4520-540Kv ,6.00,540.00,14.00,8.50,22.20,9518.00,68.59,1522.60,236.44,10.54,76.60,0.69,2.57
Cobra C-3520/10 ,4.00,980.00,11.00,8.00,14.80,10111.00,57.51,851.20,422.93,6.58,76.60,0.77,2.16
BadAss 4520-540Kv ,5.00,540.00,13.00,10.00,18.50,8084.00,53.04,981.20,366.90,6.30,76.60,0.64,2.57
BadAss 3530-650Kv ,4.00,570.00,15.00,12.00,14.80,6742.00,50.82,752.20,478.60,7.71,76.60,1.03,2.40
BadAss 3515-710 ,4.00,710.00,13.00,10.00,14.80,8085.00,45.08,667.10,539.65,6.22,76.60,0.93,2.11
Tempest 4120-600Kv ,5.00,600.00,11.00,8.00,18.50,10117.00,39.80,736.40,488.86,6.45,76.60,0.88,2.32
BadAss 3520-970 ,4.00,970.00,11.00,7.00,14.80,11538.00,75.71,1120.50,321.29,7.13,76.50,0.64,2.19
BadAss 4530-360Kv ,6.00,360.00,16.00,12.00,22.20,6730.00,64.34,1428.40,252.03,9.06,76.50,0.63,2.86
BadAss 3530-700 ,5.00,700.00,11.00,7.00,18.50,11545.00,51.16,946.50,380.35,7.06,76.50,0.75,2.40
BadAss 4530-440Kv ,5.00,440.00,17.00,12.00,18.50,6726.00,91.53,1693.20,212.62,11.72,76.40,0.69,2.87
Cobra C-5320/18 ,6.00,370.00,16.00,12.00,22.20,6724.00,62.97,1397.90,257.53,8.73,76.40,0.62,2.78
BadAss 2814-1120 ,6.00,1120.00,8.00,4.00,22.20,20142.00,54.89,1218.60,295.42,6.00,76.30,0.49,1.96
Tempest 4120-520Kv ,5.00,520.00,13.00,10.00,18.50,8061.00,53.29,985.90,365.15,6.11,76.30,0.62,2.32
Cobra C-3520/10 ,5.00,980.00,10.00,6.00,18.50,13436.00,52.65,974.00,369.61,6.05,76.30,0.62,2.16
BadAss 3530-700 ,5.00,700.00,11.00,7.00,18.50,11515.00,52.22,966.00,372.67,7.78,76.30,0.81,2.40
Tempest 4120-830Kv ,4.00,830.00,10.00,7.00,14.80,11509.00,50.21,743.10,484.46,6.08,76.30,0.82,2.32
Cobra C-4120/20 ,5.00,480.00,14.00,12.00,18.50,6712.00,44.91,830.80,433.32,5.36,76.30,0.64,2.34
Cobra C-4130/12 ,6.00,540.00,12.00,8.00,22.20,10073.00,43.46,964.90,373.10,6.63,76.30,0.69,2.58
Cobra C-3520/12 ,5.00,820.00,10.00,7.00,18.50,11516.00,42.36,783.60,459.42,6.39,76.30,0.82,2.18
Cobra C-3525/10 ,5.00,780.00,10.00,7.00,18.50,11509.00,40.43,747.90,481.35,6.36,76.30,0.85,2.26
BadAss 3530-650Kv ,6.00,570.00,13.00,8.00,22.20,10064.00,62.70,1391.90,258.64,9.56,76.20,0.69,2.40
Cobra C-4130/12 ,5.00,540.00,13.00,10.00,18.50,8042.00,51.69,956.20,376.49,6.20,76.20,0.65,2.58
BadAss 2826-690 ,4.00,690.00,13.00,10.00,14.80,8042.00,42.70,631.90,569.71,6.08,76.20,0.96,2.10
Cobra C-2826/12 ,5.00,760.00,11.00,8.00,18.50,10054.00,41.05,759.40,474.06,5.53,76.20,0.73,2.08
BadAss 4530-550Kv ,4.00,550.00,16.00,12.00,14.80,6698.00,99.55,1473.30,244.35,8.92,76.10,0.61,2.86
BadAss 4530-730Kv ,4.00,730.00,12.00,8.00,14.80,10050.00,69.06,1022.00,352.25,6.65,76.10,0.65,2.87
BadAss 3530-650Kv ,4.00,570.00,14.00,12.00,14.80,6700.00,54.05,799.90,450.06,5.29,76.10,0.66,2.40
BadAss 2820-780 ,6.00,780.00,10.00,5.80,22.20,13847.00,46.22,1026.20,350.81,7.09,76.10,0.69,2.03
Tempest 4130-690Kv ,5.00,690.00,11.00,7.00,18.50,11468.00,50.12,927.20,388.27,6.95,76.00,0.75,2.54
Tempest 4130-400Kv ,6.00,400.00,13.00,10.00,22.20,8021.00,40.11,890.30,404.36,6.18,76.00,0.69,2.53
Tempest 4130-690Kv ,5.00,690.00,11.00,7.00,18.50,11454.00,51.62,954.90,377.00,7.55,75.90,0.79,2.54
Cobra C-4120/18 ,5.00,540.00,14.00,10.00,18.50,8011.00,44.84,829.50,434.00,7.66,75.90,0.92,2.34
BadAss 4520-830Kv ,4.00,830.00,13.00,8.00,14.80,10012.00,103.31,1529.00,235.45,11.38,75.80,0.74,2.57
BadAss 3530-650Kv ,6.00,570.00,13.00,8.00,22.20,10009.00,65.08,1444.90,249.15,11.24,75.80,0.78,2.40
BadAss 3515-580Kv ,6.00,580.00,12.00,8.00,22.20,10003.00,46.50,1032.20,348.77,6.57,75.80,0.64,2.12
BadAss 3530-700 ,4.00,700.00,12.00,8.50,14.80,9412.00,40.24,595.60,604.43,5.68,75.80,0.95,2.40
BadAss 4520-470Kv ,6.00,470.00,15.00,10.00,22.20,7991.00,76.12,1689.80,213.04,10.58,75.70,0.63,2.57
Tempest 2826-1470Kv ,3.00,1470.00,10.00,7.00,11.10,11416.00,74.08,822.20,437.85,6.22,75.70,0.76,2.07
Cobra C-5320/18 ,7.00,370.00,15.00,10.00,25.90,7990.00,60.84,1575.80,228.46,10.34,75.70,0.66,2.78
Tempest 3515-950Kv ,5.00,950.00,10.00,6.00,18.50,13319.00,53.07,981.70,366.71,5.89,75.70,0.60,2.07
Cobra C-4120/12 ,5.00,850.00,10.00,6.00,18.50,13321.00,47.89,886.00,406.32,6.04,75.70,0.68,2.35
BadAss 4530-440Kv ,6.00,440.00,16.00,10.00,22.20,7986.00,102.49,2275.30,158.22,13.29,75.60,0.58,2.87
Tempest 4120-700Kv ,5.00,700.00,11.00,7.00,18.50,11410.00,49.94,923.90,389.65,7.49,75.60,0.81,2.32
Tempest 3520-550Kv ,6.00,550.00,11.00,8.00,22.20,9974.00,32.55,722.50,498.27,5.27,75.60,0.73,2.15
Cobra C-3525/14 ,6.00,560.00,11.00,8.00,22.20,9973.00,30.79,683.60,526.62,5.31,75.60,0.78,2.26
BadAss 3530-890 ,4.00,890.00,13.00,7.00,14.80,11397.00,84.01,1243.30,289.55,10.34,75.50,0.83,2.41
BadAss 3520-650Kv ,4.00,650.00,14.00,10.00,14.80,7974.00,56.24,832.40,432.48,7.42,75.50,0.89,2.21
BadAss 2820-910Kv ,4.00,910.00,11.00,8.00,14.80,9966.00,50.74,751.00,479.36,5.36,75.50,0.71,2.03
Tempest 4130-460Kv ,5.00,460.00,13.00,10.00,18.50,7975.00,32.27,597.00,603.02,6.11,75.50,1.02,2.54
BadAss 4530-440Kv ,6.00,440.00,16.00,10.00,22.20,7967.00,103.47,2296.90,156.73,18.02,75.40,0.78,2.87
BadAss 2826-1360 ,3.00,1360.00,11.00,7.00,11.10,11382.00,91.43,1014.80,354.75,6.92,75.40,0.68,2.11
BadAss 2826-1360 ,4.00,1360.00,10.00,5.00,14.80,15934.00,90.18,1334.70,269.72,8.97,75.40,0.67,2.11
BadAss 4530-730Kv ,4.00,730.00,12.00,8.00,14.80,9950.00,79.67,1179.10,305.32,9.55,75.40,0.81,2.87
Cobra C-3525/10 ,4.00,780.00,14.00,10.00,14.80,7961.00,61.67,912.70,394.43,7.35,75.40,0.80,2.26
Tempest 4120-700Kv ,5.00,700.00,11.00,7.00,18.50,11368.00,51.08,945.00,380.95,6.97,75.40,0.74,2.32
BadAss 4530-360Kv ,6.00,360.00,17.00,12.00,22.20,6629.00,70.72,1570.10,229.28,11.40,75.30,0.73,2.86
BadAss 2826-1030 ,6.00,1030.00,8.00,4.00,22.20,19875.00,47.34,1050.90,342.56,5.70,75.30,0.54,2.10
BadAss 4520-540Kv ,6.00,540.00,12.00,8.00,22.20,9941.00,43.18,958.50,375.59,6.46,75.30,0.67,2.57
Tempest 4130-400Kv ,5.00,400.00,14.00,12.00,18.50,6625.00,40.22,744.00,483.87,5.21,75.30,0.70,2.53
Cobra C-4120/20 ,7.00,480.00,12.00,8.00,25.90,9938.00,36.97,957.60,375.94,6.80,75.30,0.71,2.34
Tempest 3520-550Kv ,6.00,550.00,11.00,8.00,22.20,9940.00,33.11,735.00,489.80,6.34,75.30,0.86,2.15
Cobra C-3525/14 ,6.00,560.00,11.00,8.00,22.20,9936.00,31.64,702.40,512.53,6.25,75.30,0.89,2.26
BadAss 3520-970 ,3.00,970.00,14.00,10.00,11.10,7939.00,85.43,948.30,379.63,7.08,75.20,0.75,2.19
BadAss 3515-940 ,4.00,940.00,10.00,7.00,14.80,11329.00,50.29,744.20,483.74,6.13,75.10,0.82,2.11
BadAss 2820-910Kv ,5.00,910.00,10.00,6.00,18.50,13210.00,47.02,869.90,413.84,5.90,75.10,0.68,2.03
Cobra C-4120/16 ,6.00,610.00,11.00,7.00,22.20,11336.00,42.99,954.30,377.24,7.26,75.10,0.76,2.34
Tempest 4130-690Kv ,4.00,690.00,12.00,8.50,14.80,9335.00,38.76,573.60,627.62,5.42,75.10,0.94,2.54
Cobra C-3520/14 ,5.00,700.00,11.00,8.00,18.50,9909.00,37.54,694.50,518.36,5.27,75.10,0.76,2.18
BadAss 3520-650Kv ,6.00,650.00,10.00,6.00,22.20,13210.00,35.93,797.60,451.35,5.77,75.10,0.72,2.21
Cobra C-4120/18 ,6.00,540.00,12.00,8.00,22.20,9897.00,42.37,940.70,382.69,6.49,75.00,0.69,2.34
Tempest 4130-690Kv ,6.00,690.00,12.00,6.00,22.20,13183.00,80.94,1796.90,200.35,12.29,74.90,0.68,2.54
BadAss 4520-470Kv ,5.00,470.00,16.00,12.00,18.50,6588.00,74.35,1375.40,261.74,8.50,74.90,0.62,2.57
BadAss 2826-820Kv ,4.00,820.00,11.00,8.00,14.80,9889.00,46.75,691.90,520.31,5.15,74.90,0.74,2.09
Cobra C-4120/14 ,5.00,710.00,10.00,7.00,18.50,11292.00,37.88,700.70,513.77,6.20,74.90,0.88,2.35
Cobra C-5320/18 ,6.00,370.00,17.00,12.00,22.20,6580.00,69.59,1544.80,233.04,10.93,74.80,0.71,2.78
Tempest 2826-1140Kv ,3.00,1140.00,12.00,8.50,11.10,9297.00,60.31,669.50,537.71,5.85,74.80,0.87,2.06
Cobra C-3525/12 ,6.00,650.00,11.00,7.00,22.20,11282.00,42.10,934.50,385.23,7.72,74.80,0.83,2.26
BadAss 3515-710 ,6.00,710.00,10.00,6.00,22.20,13163.00,37.44,831.10,433.16,5.81,74.80,0.70,2.11
BadAss 4530-550Kv ,5.00,550.00,14.00,9.00,18.50,8767.00,82.93,1534.30,234.63,13.04,74.70,0.85,2.86
BadAss 3515-1130 ,3.00,1130.00,11.00,8.00,11.10,9857.00,62.23,690.80,521.13,5.05,74.70,0.73,2.11
Tempest 4120-520Kv ,6.00,520.00,12.00,8.00,22.20,9863.00,52.99,1176.40,306.02,9.53,74.70,0.81,2.32
Cobra C-3525/12 ,6.00,650.00,11.00,7.00,22.20,11267.00,42.45,942.30,382.04,7.02,74.70,0.74,2.26
BadAss 2826-1360 ,3.00,1360.00,11.00,7.00,11.10,11248.00,93.38,1036.50,347.32,7.58,74.60,0.73,2.11
Cobra C-4120/12 ,4.00,850.00,12.00,8.00,14.80,9844.00,66.81,988.80,364.08,6.45,74.60,0.65,2.35
BadAss 3515-940 ,3.00,940.00,13.00,10.00,11.10,7882.00,57.41,637.30,564.88,5.93,74.60,0.93,2.11
BadAss 2820-910Kv ,4.00,910.00,11.00,8.00,14.80,9844.00,51.95,768.90,468.20,6.09,74.60,0.79,2.03
Tempest 4120-600Kv ,5.00,600.00,12.00,8.00,18.50,9850.00,49.91,923.20,389.95,6.30,74.60,0.68,2.32
Cobra C-5320/22 ,7.00,300.00,16.00,12.00,25.90,6567.00,48.60,1258.70,286.01,8.42,74.60,0.67,2.78
BadAss 3520-790 ,4.00,790.00,11.00,8.00,14.80,9842.00,44.40,657.10,547.86,5.01,74.60,0.76,2.20
Tempest 4130-460Kv ,6.00,460.00,14.00,9.00,22.20,8741.00,70.96,1575.20,228.54,12.97,74.50,0.82,2.54
BadAss 2826-1030 ,3.00,1030.00,12.00,8.50,11.10,9250.00,51.60,572.70,628.60,5.52,74.50,0.96,2.10
Cobra C-3520/14 ,5.00,700.00,11.00,8.00,18.50,9833.00,38.53,712.80,505.05,6.21,74.50,0.87,2.18
BadAss 3515-1130 ,4.00,1130.00,10.00,5.80,14.80,13545.00,62.83,929.90,387.14,6.60,74.40,0.71,2.11
Tempest 4120-830Kv ,4.00,830.00,11.00,7.00,14.80,11231.00,61.18,905.50,397.57,7.28,74.40,0.80,2.32
BadAss 2826-690 ,5.00,690.00,12.00,8.00,18.50,9821.00,51.09,945.10,380.91,6.27,74.40,0.66,2.10
BadAss 4520-540Kv ,6.00,540.00,12.00,8.00,22.20,9820.00,50.95,1131.00,318.30,9.61,74.40,0.85,2.57
BadAss 4530-550Kv ,4.00,550.00,17.00,12.00,14.80,6539.00,108.12,1600.20,224.97,11.12,74.30,0.69,2.86
BadAss 3530-890 ,5.00,890.00,11.00,5.50,18.50,14273.00,92.12,1704.10,211.26,10.06,74.30,0.59,2.41
Cobra C-2826-EF1 ,5.00,1200.00,9.00,4.50,18.50,17429.00,66.35,1227.40,293.30,7.37,74.30,0.60,2.09
Cobra C-2826-EF1-SS ,5.00,1200.00,9.00,4.50,18.50,17429.00,66.35,1227.40,293.30,7.37,74.30,0.60,2.09
BadAss 2820-1080 ,3.00,1080.00,12.00,8.50,11.10,9229.00,54.63,606.40,593.67,5.53,74.30,0.91,2.03
BadAss 2826-820Kv ,4.00,820.00,11.00,8.00,14.80,9801.00,48.20,713.40,504.63,5.93,74.30,0.83,2.09
BadAss 3520-790 ,4.00,790.00,11.00,8.00,14.80,9806.00,45.65,675.60,532.86,5.79,74.30,0.86,2.20
Cobra C-4120/16 ,5.00,610.00,11.00,8.00,18.50,9801.00,34.38,636.00,566.04,5.20,74.30,0.82,2.34
Cobra C-4120/22 ,6.00,430.00,14.00,10.00,22.20,7848.00,33.44,742.30,484.98,7.24,74.30,0.98,2.34
BadAss 4530-730Kv ,4.00,730.00,13.00,8.00,14.80,9789.00,88.17,1304.90,275.88,9.16,74.20,0.70,2.87
Tempest 4130-690Kv ,6.00,690.00,12.00,6.00,22.20,13060.00,87.08,1933.20,186.22,11.27,74.20,0.58,2.54
Cobra C-2826-EF1 ,3.00,1200.00,11.00,8.00,11.10,9796.00,68.66,762.20,472.32,6.11,74.20,0.80,2.09
Cobra C-2826-EF1-SS ,3.00,1200.00,11.00,8.00,11.10,9796.00,68.66,762.20,472.32,6.11,74.20,0.80,2.09
Cobra C-4130/12 ,6.00,540.00,12.00,8.00,22.20,9800.00,51.37,1140.30,315.71,9.85,74.20,0.86,2.58
BadAss 3530-700 ,5.00,700.00,13.00,7.00,18.50,11175.00,62.60,1158.00,310.88,9.91,74.10,0.86,2.40
Tempest 4130-460Kv ,5.00,460.00,14.00,10.00,18.50,7830.00,38.86,719.00,500.70,7.26,74.10,1.01,2.54
BadAss 2820-780 ,4.00,780.00,12.00,8.50,14.80,9200.00,38.59,571.20,630.25,5.52,74.10,0.97,2.03
BadAss 2826-690 ,6.00,690.00,10.00,6.00,22.20,13038.00,35.16,780.50,461.24,5.68,74.10,0.73,2.10
BadAss 3530-650Kv ,5.00,570.00,12.00,8.50,18.50,9208.00,28.96,535.80,671.89,5.48,74.10,1.02,2.40
