Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
BadAss 4520-830Kv ,5.00,830.00,10.00,5.00,18.50,13945.00,48.31,893.80,402.77,5.87,66.00,0.66,2.57
Tempest 3515-950Kv ,5.00,950.00,10.00,5.00,18.50,13947.00,47.98,887.50,405.63,6.75,66.00,0.76,2.07
Cobra C-4130/12 ,5.00,540.00,14.00,8.50,18.50,8200.00,46.55,861.20,418.02,8.17,66.00,0.95,2.58
BadAss 4530-360Kv ,5.00,360.00,16.00,12.00,18.50,5808.00,45.81,847.40,424.83,6.74,66.00,0.80,2.86
BadAss 3520-790 ,4.00,790.00,11.00,7.00,14.80,9960.00,41.51,614.40,585.94,5.64,66.00,0.92,2.20
Cobra C-3525/10 ,6.00,780.00,10.00,5.00,22.20,13948.00,40.17,891.70,403.72,6.14,66.00,0.69,2.26
BadAss 2820-780 ,4.00,780.00,11.00,8.00,14.80,8709.00,39.29,581.40,619.20,5.18,66.00,0.89,2.03
BadAss 2814-870 ,5.00,870.00,10.00,5.80,18.50,12024.00,35.69,660.20,545.29,5.25,66.00,0.79,1.95
Tempest 4130-690Kv ,5.00,690.00,13.00,6.50,18.50,10703.00,85.92,1589.50,226.49,9.87,65.90,0.62,2.54
BadAss 4530-550Kv ,6.00,550.00,13.00,6.50,22.20,10710.00,76.25,1692.80,212.67,10.27,65.90,0.61,2.86
BadAss 2814-1560Kv ,3.00,1560.00,10.00,5.80,11.10,11996.00,62.83,697.40,516.20,5.21,65.90,0.75,1.96
BadAss 3515-1130 ,3.00,1130.00,11.00,7.00,11.10,9937.00,59.68,662.50,543.40,5.81,65.90,0.88,2.11
BadAss 3515-1130 ,4.00,1130.00,10.00,5.00,14.80,13926.00,54.86,812.00,443.35,6.57,65.90,0.81,2.11
Cobra C-3520/10 ,5.00,980.00,10.00,5.00,18.50,13920.00,45.67,845.00,426.04,6.80,65.90,0.81,2.16
BadAss 4520-470Kv ,6.00,470.00,13.00,8.00,22.20,8696.00,40.28,894.20,402.59,8.59,65.90,0.96,2.57
BadAss 3520-790 ,5.00,790.00,12.00,6.00,18.50,11587.00,68.48,1266.90,284.16,9.46,65.80,0.75,2.20
Cobra C-5320/22 ,6.00,300.00,20.00,13.00,22.20,5344.00,61.44,1363.90,263.95,13.47,65.80,0.99,2.78
BadAss 3520-560 ,5.00,560.00,14.00,8.50,18.50,8169.00,50.42,932.70,385.98,7.40,65.80,0.79,2.20
Cobra C-2826-EF1 ,4.00,1200.00,10.00,5.00,14.80,13875.00,60.35,893.10,403.09,5.96,65.70,0.67,2.09
Cobra C-2826-EF1-SS ,4.00,1200.00,10.00,5.00,14.80,13875.00,60.35,893.10,403.09,5.96,65.70,0.67,2.09
Cobra C-5320/22 ,6.00,300.00,16.00,12.00,22.20,5785.00,37.07,822.90,437.48,6.52,65.70,0.79,2.78
BadAss 4530-440Kv ,5.00,440.00,16.00,10.00,18.50,6930.00,76.79,1420.70,253.40,13.60,65.60,0.96,2.87
Tempest 4130-540Kv ,5.00,540.00,15.00,8.00,18.50,8646.00,61.70,1141.40,315.40,10.12,65.50,0.89,2.54
Cobra C-4120/14 ,4.00,710.00,14.00,8.50,14.80,8133.00,60.90,901.30,399.42,8.16,65.50,0.91,2.35
BadAss 2826-820Kv ,3.00,820.00,14.00,10.00,11.10,6915.00,50.66,562.30,640.23,5.57,65.50,0.99,2.09
BadAss 3530-650Kv ,5.00,570.00,13.00,8.00,18.50,8650.00,48.78,902.40,398.94,8.38,65.50,0.93,2.40
BadAss 3515-710 ,6.00,710.00,11.00,5.50,22.20,12581.00,47.67,1058.30,340.17,7.86,65.50,0.74,2.11
BadAss 3515-710 ,3.00,710.00,15.00,12.00,11.10,5763.00,44.18,490.40,734.09,5.40,65.50,1.10,2.11
BadAss 3530-650Kv ,6.00,570.00,12.00,6.50,22.20,10635.00,44.11,979.30,367.61,8.62,65.50,0.88,2.40
Tempest 4130-400Kv ,5.00,400.00,14.00,10.00,18.50,6921.00,25.51,472.00,762.71,5.58,65.50,1.18,2.53
BadAss 4520-660Kv ,6.00,660.00,13.00,5.50,22.20,12550.00,79.36,1761.70,204.35,12.11,65.40,0.69,2.57
BadAss 3530-890 ,4.00,890.00,12.00,6.00,14.80,11510.00,78.27,1158.30,310.80,8.89,65.40,0.77,2.41
BadAss 3530-650Kv ,6.00,570.00,15.00,7.00,22.20,9863.00,73.65,1635.10,220.17,13.30,65.40,0.81,2.40
BadAss 3530-890 ,3.00,890.00,13.00,8.00,11.10,8628.00,70.65,784.20,459.07,6.85,65.40,0.87,2.41
Tempest 3515-1330Kv ,4.00,1330.00,10.00,5.00,14.80,13819.00,64.72,957.90,375.82,6.06,65.40,0.63,2.07
BadAss 2814-1300 ,3.00,1300.00,10.00,7.00,11.10,9868.00,57.73,640.80,561.80,5.16,65.40,0.81,1.96
BadAss 3515-1130 ,4.00,1130.00,10.00,5.00,14.80,13805.00,57.49,850.90,423.08,5.86,65.40,0.69,2.11
Cobra C-5320/18 ,6.00,370.00,16.00,10.00,22.20,6905.00,53.05,1177.70,305.68,9.71,65.40,0.82,2.78
BadAss 4520-660Kv ,4.00,660.00,12.00,8.00,14.80,8628.00,51.50,762.20,472.32,7.28,65.40,0.95,2.57
Tempest 2820-970Kv ,5.00,970.00,10.00,5.00,18.50,13814.00,46.93,868.20,414.65,6.60,65.40,0.76,2.00
Cobra C-4130/16 ,6.00,390.00,15.00,10.00,22.20,6909.00,41.36,918.20,392.07,8.12,65.40,0.88,2.57
BadAss 3515-940 ,4.00,940.00,10.00,5.80,14.80,11906.00,38.18,565.00,637.17,5.14,65.40,0.91,2.11
Cobra C-4120/16 ,5.00,610.00,11.00,7.00,18.50,9867.00,32.51,601.40,598.60,5.93,65.40,0.99,2.34
BadAss 3530-890 ,3.00,890.00,12.00,8.00,11.10,8625.00,71.23,790.60,455.35,7.30,65.30,0.92,2.41
Tempest 4130-540Kv ,4.00,540.00,15.00,10.00,14.80,6894.00,58.40,864.30,416.52,7.72,65.30,0.89,2.54
BadAss 2814-1300 ,4.00,1300.00,9.00,4.50,14.80,15319.00,50.07,741.00,485.83,5.61,65.30,0.76,1.96
BadAss 2826-690 ,3.00,690.00,15.00,12.00,11.10,5745.00,42.33,469.80,766.28,5.34,65.30,1.14,2.10
Tempest 4130-400Kv ,6.00,400.00,14.00,8.50,22.20,8110.00,36.27,805.10,447.15,7.89,65.30,0.98,2.53
BadAss 4530-550Kv ,4.00,550.00,16.00,10.00,14.80,6882.00,83.20,1231.30,292.37,9.92,65.20,0.81,2.86
BadAss 3530-890 ,4.00,890.00,12.00,6.00,14.80,11480.00,80.18,1186.70,303.36,9.50,65.20,0.80,2.41
BadAss 4530-360Kv ,5.00,360.00,20.00,13.00,18.50,5293.00,70.86,1311.00,274.60,13.51,65.20,1.03,2.86
Tempest 4120-700Kv ,4.00,700.00,13.00,8.00,14.80,8603.00,61.98,917.20,392.50,8.30,65.20,0.91,2.32
BadAss 4520-660Kv ,4.00,660.00,13.00,8.00,14.80,8601.00,52.68,779.60,461.78,6.87,65.20,0.88,2.57
BadAss 2826-690 ,6.00,690.00,11.00,5.50,22.20,12513.00,44.45,986.80,364.82,7.60,65.20,0.77,2.10
Cobra C-5320/22 ,7.00,300.00,15.00,10.00,25.90,6888.00,34.15,884.40,407.06,7.91,65.20,0.89,2.78
BadAss 4530-360Kv ,6.00,360.00,16.00,10.00,22.20,6879.00,53.55,1188.70,302.85,9.98,65.10,0.84,2.86
Cobra C-5320/22 ,6.00,300.00,17.00,12.00,22.20,5726.00,41.58,923.10,389.99,8.25,65.10,0.89,2.78
BadAss 3515-580Kv ,4.00,580.00,14.00,10.00,14.80,6873.00,34.05,504.00,714.29,5.55,65.10,1.10,2.12
Cobra C-4120/16 ,5.00,610.00,11.00,7.00,18.50,9824.00,30.04,555.80,647.72,5.35,65.10,0.96,2.34
BadAss 4530-440Kv ,4.00,440.00,20.00,13.00,14.80,5281.00,87.88,1300.60,276.80,13.56,65.00,1.04,2.87
Tempest 4130-690Kv ,4.00,690.00,15.00,8.00,14.80,8586.00,76.38,1130.40,318.47,9.83,65.00,0.87,2.54
Tempest 4130-460Kv ,4.00,460.00,17.00,12.00,14.80,5717.00,65.37,967.50,372.09,8.51,65.00,0.88,2.54
Cobra C-4130/14 ,6.00,450.00,13.00,8.00,22.20,8577.00,33.77,749.70,480.19,6.91,65.00,0.92,2.58
Cobra C-4130/14 ,6.00,450.00,12.00,8.00,22.20,8578.00,33.52,744.10,483.81,7.54,65.00,1.01,2.58
BadAss 4530-440Kv ,5.00,440.00,17.00,10.00,18.50,6853.00,81.90,1515.10,237.61,12.41,64.90,0.82,2.87
BadAss 2820-910Kv ,3.00,910.00,14.00,10.00,11.10,6849.00,53.18,590.30,609.86,5.52,64.90,0.94,2.03
Tempest 4120-520Kv ,4.00,520.00,14.00,10.00,14.80,6850.00,31.80,470.60,764.98,5.46,64.90,1.16,2.32
Cobra C-3525/10 ,4.00,780.00,14.00,8.50,14.80,8053.00,61.64,912.30,394.61,7.92,64.80,0.87,2.26
Cobra C-3520/10 ,5.00,980.00,10.00,5.00,18.50,13678.00,47.73,882.90,407.75,5.94,64.80,0.67,2.16
BadAss 3520-560 ,5.00,560.00,12.00,8.00,18.50,8549.00,41.61,769.80,467.65,7.20,64.80,0.94,2.20
BadAss 2814-870 ,6.00,870.00,9.00,4.50,22.20,15216.00,32.76,727.20,495.05,5.46,64.80,0.75,1.95
Cobra C-3525/12 ,5.00,650.00,11.00,7.00,18.50,9782.00,30.95,572.60,628.71,5.24,64.80,0.91,2.26
Tempest 4130-690Kv ,5.00,690.00,13.00,6.50,18.50,10519.00,94.22,1743.10,206.53,9.44,64.70,0.54,2.54
BadAss 3530-700 ,5.00,700.00,13.00,6.50,18.50,10506.00,80.51,1489.30,241.72,9.58,64.70,0.64,2.40
BadAss 4530-440Kv ,5.00,440.00,18.00,10.00,18.50,6837.00,79.76,1475.60,243.97,14.17,64.70,0.96,2.87
BadAss 4530-440Kv ,4.00,440.00,16.00,12.00,14.80,5696.00,54.45,805.90,446.71,6.47,64.70,0.80,2.87
BadAss 3530-470 ,6.00,470.00,15.00,8.00,22.20,8540.00,51.85,1151.10,312.74,10.11,64.70,0.88,2.39
BadAss 4520-470Kv ,6.00,470.00,15.00,8.00,22.20,8544.00,49.03,1088.40,330.76,10.04,64.70,0.92,2.57
Tempest 3515-950Kv ,5.00,950.00,10.00,5.00,18.50,13656.00,48.01,888.10,405.36,5.73,64.70,0.65,2.07
BadAss 3520-560 ,5.00,560.00,13.00,8.00,18.50,8545.00,41.72,771.80,466.44,6.54,64.70,0.85,2.20
BadAss 3515-580Kv ,6.00,580.00,12.00,6.00,22.20,10510.00,38.21,848.30,424.38,7.37,64.70,0.87,2.12
Cobra C-4120/14 ,6.00,710.00,10.00,5.00,22.20,13673.00,37.33,828.70,434.42,5.97,64.70,0.72,2.35
Cobra C-4120/20 ,6.00,480.00,13.00,8.00,22.20,8542.00,34.40,763.60,471.45,6.94,64.70,0.91,2.34
Cobra C-4120/20 ,6.00,480.00,12.00,8.00,22.20,8546.00,34.09,756.80,475.69,7.36,64.70,0.97,2.34
Tempest 2826-1140Kv ,3.00,1140.00,11.00,7.00,11.10,9738.00,53.36,592.30,607.80,5.58,64.60,0.94,2.06
Cobra C-2826/10 ,5.00,930.00,10.00,5.00,18.50,13650.00,42.57,787.50,457.14,6.66,64.60,0.85,2.08
BadAss 4530-360Kv ,6.00,360.00,16.00,10.00,22.20,6812.00,59.81,1327.80,271.13,13.07,64.50,0.98,2.86
BadAss 3530-700 ,5.00,700.00,12.00,6.00,18.50,11350.00,57.48,1063.40,338.54,8.52,64.50,0.80,2.40
Cobra C-4120/18 ,5.00,540.00,14.00,8.50,18.50,8012.00,44.81,829.00,434.26,7.92,64.50,0.96,2.34
BadAss 2820-780 ,6.00,780.00,10.00,5.00,22.20,13631.00,40.24,893.40,402.96,7.15,64.50,0.80,2.03
Tempest 4130-540Kv ,6.00,540.00,13.00,6.50,22.20,10463.00,63.31,1405.40,256.15,9.46,64.40,0.67,2.54
BadAss 3520-650Kv ,4.00,650.00,14.00,8.50,14.80,7998.00,55.55,822.20,437.85,7.50,64.40,0.91,2.21
Cobra C-3525/12 ,5.00,650.00,11.00,7.00,18.50,9711.00,32.34,598.30,601.70,5.68,64.40,0.95,2.26
BadAss 3520-970 ,4.00,970.00,12.00,6.00,14.80,11312.00,79.80,1181.10,304.80,8.95,64.30,0.76,2.19
BadAss 4520-470Kv ,5.00,470.00,16.00,10.00,18.50,6790.00,62.42,1154.80,311.74,9.69,64.30,0.84,2.57
BadAss 4520-660Kv ,4.00,660.00,13.00,8.00,14.80,8483.00,58.31,863.00,417.15,8.11,64.30,0.94,2.57
Tempest 4130-690Kv ,5.00,690.00,12.00,6.00,18.50,11314.00,57.47,1063.10,338.63,8.46,64.30,0.80,2.54
Tempest 4130-460Kv ,5.00,460.00,14.00,9.00,18.50,7540.00,52.98,980.10,367.31,9.45,64.30,0.96,2.54
BadAss 3515-940 ,5.00,940.00,9.00,4.50,18.50,15090.00,36.06,667.20,539.57,5.34,64.30,0.80,2.11
BadAss 4520-540Kv ,4.00,540.00,14.00,10.00,14.80,6786.00,30.54,452.00,796.46,5.40,64.30,1.19,2.57
Cobra C-3520/18 ,6.00,550.00,11.00,7.00,22.20,9703.00,24.42,542.20,663.96,5.17,64.30,0.95,2.18
Cobra C-4120/22 ,5.00,430.00,14.00,10.00,18.50,6790.00,24.20,447.60,804.29,5.44,64.30,1.21,2.34
BadAss 4530-730Kv ,5.00,730.00,13.00,5.50,18.50,12335.00,89.63,1658.20,217.10,11.82,64.20,0.71,2.87
BadAss 3530-700 ,5.00,700.00,12.00,6.00,18.50,11291.00,59.68,1104.10,326.06,9.13,64.20,0.83,2.40
Tempest 2826-1140Kv ,4.00,1140.00,10.00,5.00,14.80,13549.00,54.01,799.40,450.34,6.49,64.20,0.81,2.06
BadAss 4530-270Kv ,6.00,270.00,21.00,14.00,22.20,4845.00,51.27,1138.20,316.29,13.27,64.20,1.17,2.87
Tempest 3515-1330Kv ,4.00,1330.00,9.00,4.50,14.80,15063.00,47.36,700.90,513.63,5.40,64.20,0.77,2.07
Tempest 4120-520Kv ,5.00,520.00,12.00,8.00,18.50,8470.00,39.18,724.80,496.69,7.00,64.20,0.97,2.32
BadAss 4520-370Kv ,6.00,370.00,15.00,10.00,22.20,6783.00,37.16,825.00,436.36,7.76,64.20,0.94,2.58
BadAss 4530-440Kv ,4.00,440.00,17.00,12.00,14.80,5638.00,60.66,897.70,401.02,8.34,64.10,0.93,2.87
Tempest 4130-690Kv ,5.00,690.00,12.00,6.00,18.50,11276.00,59.24,1096.00,328.47,8.76,64.10,0.80,2.54
BadAss 3530-700 ,5.00,700.00,12.00,6.00,18.50,11283.00,58.12,1075.10,334.85,8.58,64.10,0.80,2.40
Cobra C-4120/14 ,4.00,710.00,12.00,8.00,14.80,8456.00,51.30,759.20,474.18,7.37,64.10,0.97,2.35
Tempest 2820-970Kv ,5.00,970.00,10.00,5.00,18.50,13536.00,48.91,904.90,397.83,5.86,64.10,0.65,2.00
BadAss 4530-360Kv ,5.00,360.00,17.00,12.00,18.50,5644.00,47.51,879.00,409.56,8.34,64.10,0.95,2.86
BadAss 2820-910Kv ,5.00,910.00,10.00,5.00,18.50,13539.00,42.02,777.30,463.14,6.34,64.10,0.82,2.03
Tempest 4120-520Kv ,5.00,520.00,13.00,8.00,18.50,8456.00,39.49,730.50,492.81,6.67,64.10,0.91,2.32
BadAss 2820-780 ,6.00,780.00,9.00,4.50,22.20,15036.00,28.78,638.80,563.56,5.35,64.10,0.84,2.03
BadAss 4530-550Kv ,5.00,550.00,16.00,8.00,18.50,8454.00,103.50,1914.80,188.01,16.13,64.00,0.84,2.86
BadAss 4530-550Kv ,4.00,550.00,16.00,10.00,14.80,6754.00,91.65,1356.50,265.39,12.77,64.00,0.94,2.86
BadAss 3530-700 ,4.00,700.00,15.00,8.00,14.80,8446.00,75.92,1123.60,320.40,9.52,64.00,0.85,2.40
BadAss 2820-910Kv ,5.00,910.00,11.00,5.50,18.50,12282.00,59.32,1097.40,328.05,7.56,64.00,0.69,2.03
Cobra C-3525/10 ,4.00,780.00,12.00,8.00,14.80,8454.00,52.99,784.20,459.07,7.20,64.00,0.92,2.26
Cobra C-5330/18 ,6.00,250.00,21.00,14.00,22.20,4831.00,48.19,1069.73,336.53,12.75,64.00,1.19,3.13
Tempest 2820-840Kv ,4.00,840.00,11.00,7.00,14.80,9661.00,37.37,553.00,650.99,5.26,64.00,0.95,2.00
Cobra C-4130/14 ,6.00,450.00,13.00,8.00,22.20,8451.00,36.99,821.10,438.44,8.34,64.00,1.02,2.58
Tempest 2826-920Kv ,5.00,920.00,9.00,4.50,18.50,15019.00,36.76,680.00,529.41,5.48,64.00,0.81,2.07
BadAss 3520-970 ,3.00,970.00,14.00,8.50,11.10,7944.00,83.89,931.20,386.60,7.25,63.90,0.78,2.19
BadAss 3520-970 ,4.00,970.00,12.00,6.00,14.80,11250.00,83.74,1239.30,290.49,8.51,63.90,0.69,2.19
BadAss 3530-890 ,3.00,890.00,13.00,8.00,11.10,8439.00,79.03,877.20,410.40,7.99,63.90,0.91,2.41
BadAss 3520-970 ,3.00,970.00,12.00,8.00,11.10,8432.00,69.06,766.60,469.61,6.74,63.90,0.88,2.19
Tempest 4130-690Kv ,5.00,690.00,12.00,6.00,18.50,11247.00,58.11,1075.00,334.88,8.53,63.90,0.79,2.54
Cobra C-3520/12 ,4.00,820.00,12.00,8.00,14.80,8432.00,54.51,806.70,446.26,7.12,63.90,0.88,2.18
Cobra C-3525/10 ,4.00,780.00,13.00,8.00,14.80,8437.00,53.27,788.40,456.62,6.70,63.90,0.85,2.26
BadAss 3520-790 ,5.00,790.00,11.00,5.50,18.50,12266.00,52.57,972.60,370.14,7.34,63.90,0.75,2.20
Cobra C-4120/14 ,4.00,710.00,13.00,8.00,14.80,8438.00,51.44,761.30,472.88,6.78,63.90,0.89,2.35
Cobra C-4120/12 ,5.00,850.00,10.00,5.00,18.50,13501.00,43.62,807.00,446.10,5.78,63.90,0.72,2.35
BadAss 3515-580Kv ,5.00,580.00,13.00,8.00,18.50,8430.00,41.20,762.20,472.32,6.66,63.90,0.87,2.12
BadAss 4520-660Kv ,6.00,660.00,10.00,5.00,22.20,13504.00,33.77,749.60,480.26,6.14,63.90,0.82,2.57
Cobra C-4120/18 ,4.00,540.00,14.00,10.00,14.80,6753.00,30.36,449.40,801.07,5.42,63.90,1.21,2.34
BadAss 4530-550Kv ,4.00,550.00,18.00,10.00,14.80,6739.00,96.92,1434.40,250.98,13.59,63.80,0.95,2.86
Cobra C-5320/18 ,6.00,370.00,17.00,10.00,22.20,6738.00,62.14,1379.50,260.96,11.20,63.80,0.81,2.78
BadAss 4530-360Kv ,6.00,360.00,17.00,10.00,22.20,6740.00,61.99,1376.20,261.59,11.75,63.80,0.85,2.86
BadAss 3520-650Kv ,5.00,650.00,12.00,6.50,18.50,10365.00,51.69,956.30,376.45,8.28,63.80,0.87,2.21
Cobra C-4130/14 ,5.00,450.00,15.00,10.00,18.50,6739.00,44.33,820.10,438.97,7.68,63.80,0.94,2.58
BadAss 2820-910Kv ,5.00,910.00,10.00,5.00,18.50,13476.00,42.98,795.10,452.77,5.78,63.80,0.73,2.03
Cobra C-4120/20 ,6.00,480.00,13.00,8.00,22.20,8416.00,37.99,843.40,426.84,8.21,63.80,0.97,2.34
BadAss 4530-730Kv ,4.00,730.00,15.00,7.00,14.80,9605.00,102.57,1518.10,237.14,12.78,63.70,0.84,2.87
BadAss 4530-550Kv ,4.00,550.00,17.00,10.00,14.80,6728.00,97.33,1440.50,249.91,11.71,63.70,0.81,2.86
BadAss 3520-970 ,3.00,970.00,13.00,8.00,11.10,8410.00,71.75,796.40,452.03,6.40,63.70,0.80,2.19
BadAss 3530-650Kv ,5.00,570.00,15.00,8.00,18.50,8414.00,57.62,1065.90,337.74,9.62,63.70,0.90,2.40
BadAss 4530-550Kv ,6.00,550.00,12.00,6.00,22.20,11203.00,47.95,1064.40,338.22,8.84,63.70,0.83,2.86
BadAss 3520-560 ,6.00,560.00,12.00,6.50,22.20,10353.00,43.65,969.00,371.52,8.44,63.70,0.87,2.20
BadAss 2814-980Kv ,5.00,980.00,10.00,5.00,18.50,13445.00,42.85,792.70,454.14,6.14,63.70,0.77,1.96
Cobra C-5320/22 ,7.00,300.00,16.00,10.00,25.90,6731.00,40.98,1061.40,339.17,9.36,63.70,0.88,2.78
Cobra C-5320/18 ,7.00,370.00,15.00,8.00,25.90,8413.00,40.59,1051.40,342.40,9.49,63.70,0.90,2.78
BadAss 3515-580Kv ,4.00,580.00,14.00,10.00,14.80,6728.00,37.42,553.80,650.05,5.87,63.70,1.06,2.12
BadAss 3530-700 ,5.00,700.00,13.00,6.50,18.50,10326.00,88.29,1633.40,220.40,9.17,63.60,0.56,2.40
Tempest 2826-1140Kv ,3.00,1140.00,11.00,7.00,11.10,9595.00,52.86,586.70,613.60,5.05,63.60,0.86,2.06
Cobra C-4120/16 ,6.00,610.00,12.00,6.00,22.20,11200.00,51.08,1134.00,317.46,8.97,63.60,0.79,2.34
Cobra C-4130/16 ,5.00,390.00,16.00,12.00,18.50,5598.00,43.23,799.80,450.11,6.21,63.60,0.78,2.57
BadAss 3515-710 ,6.00,710.00,10.00,5.00,22.20,13435.00,32.23,715.60,503.07,6.20,63.60,0.87,2.11
Cobra C-3520/18 ,6.00,550.00,11.00,7.00,22.20,9595.00,25.20,559.50,643.43,5.50,63.60,0.98,2.18
BadAss 4520-660Kv ,5.00,660.00,13.00,6.50,18.50,10320.00,80.22,1484.10,242.57,9.38,63.50,0.63,2.57
BadAss 2826-1030 ,4.00,1030.00,11.00,5.50,14.80,12188.00,63.07,933.50,385.65,7.28,63.50,0.78,2.10
Tempest 4120-700Kv ,5.00,700.00,12.00,6.00,18.50,11175.00,56.92,1053.00,341.88,8.73,63.50,0.83,2.32
Tempest 2820-1170Kv ,4.00,1170.00,10.00,5.00,14.80,13407.00,53.69,794.60,453.06,6.17,63.50,0.78,2.00
BadAss 3515-580Kv ,5.00,580.00,12.00,8.00,18.50,8383.00,41.94,775.80,464.04,7.12,63.50,0.92,2.12
Cobra C-4130/12 ,5.00,540.00,12.00,8.00,18.50,8380.00,37.02,684.90,525.62,7.01,63.50,1.02,2.58
BadAss 2826-820Kv ,5.00,820.00,11.00,5.50,18.50,12174.00,55.13,1019.90,352.98,7.54,63.40,0.74,2.09
Cobra C-5320/22 ,6.00,300.00,19.00,12.00,22.20,5577.00,51.35,1139.90,315.82,11.95,63.40,1.05,2.78
BadAss 4520-540Kv ,5.00,540.00,13.00,8.00,18.50,8371.00,37.76,698.50,515.39,6.48,63.40,0.93,2.57
Cobra C-4130/12 ,5.00,540.00,13.00,8.00,18.50,8363.00,37.38,691.60,520.53,6.46,63.40,0.93,2.58
BadAss 3515-710 ,6.00,710.00,10.00,5.00,22.20,13390.00,33.05,733.80,490.60,5.53,63.40,0.75,2.11
Tempest 4120-700Kv ,4.00,700.00,15.00,8.00,14.80,8355.00,71.89,1064.00,338.35,9.41,63.30,0.88,2.32
BadAss 4520-540Kv ,6.00,540.00,15.00,7.00,22.20,9548.00,65.94,1463.80,245.94,12.67,63.30,0.87,2.57
Cobra C-5320/18 ,6.00,370.00,18.00,10.00,22.20,6687.00,63.51,1409.90,255.34,13.31,63.30,0.94,2.78
BadAss 3520-560 ,5.00,560.00,13.00,8.00,18.50,8350.00,46.58,861.70,417.78,7.95,63.30,0.92,2.20
Tempest 4120-600Kv ,6.00,600.00,11.00,5.50,22.20,12150.00,42.35,940.10,382.94,7.15,63.30,0.76,2.32
BadAss 3520-650Kv ,6.00,650.00,10.00,5.00,22.20,13366.00,31.94,709.00,507.76,5.49,63.30,0.77,2.21
Cobra C-2820/14 ,6.00,840.00,9.00,4.50,22.20,14855.00,29.79,661.30,544.38,5.37,63.30,0.81,2.01
BadAss 4530-730Kv ,4.00,730.00,14.00,7.00,14.80,9533.00,106.94,1582.60,227.47,12.85,63.20,0.81,2.87
BadAss 4530-440Kv ,5.00,440.00,19.00,10.00,18.50,6675.00,94.64,1750.90,205.61,16.39,63.20,0.94,2.87
Tempest 4130-540Kv ,4.00,540.00,16.00,10.00,14.80,6675.00,70.02,1036.30,347.39,9.35,63.20,0.90,2.54
BadAss 4530-360Kv ,5.00,360.00,19.00,12.00,18.50,5564.00,62.48,1155.80,311.47,12.48,63.20,1.08,2.86
Tempest 4120-700Kv ,5.00,700.00,12.00,6.00,18.50,11131.00,57.94,1071.90,335.85,8.35,63.20,0.78,2.32
Tempest 2826-1140Kv ,3.00,1140.00,11.00,7.00,11.10,9534.00,56.24,624.20,576.74,5.49,63.20,0.88,2.06
BadAss 3530-650Kv ,4.00,570.00,15.00,10.00,14.80,6669.00,55.15,816.30,441.01,7.30,63.20,0.89,2.40
BadAss 2826-820Kv ,3.00,820.00,14.00,10.00,11.10,6679.00,54.37,603.50,596.52,5.67,63.20,0.94,2.09
Cobra C-3520/12 ,4.00,820.00,13.00,8.00,14.80,8341.00,54.21,802.30,448.71,6.49,63.20,0.81,2.18
Cobra C-4120/20 ,5.00,480.00,15.00,10.00,18.50,6670.00,46.06,852.10,422.49,7.41,63.20,0.87,2.34
BadAss 2814-980Kv ,5.00,980.00,10.00,5.00,18.50,13349.00,44.23,818.30,439.94,5.63,63.20,0.69,1.96
Tempest 2820-970Kv ,5.00,970.00,9.00,4.50,18.50,14836.00,36.87,682.10,527.78,5.34,63.20,0.78,2.00
BadAss 4530-440Kv ,6.00,440.00,16.00,8.00,22.20,8332.00,80.77,1793.10,200.77,15.75,63.10,0.88,2.87
BadAss 4520-470Kv ,5.00,470.00,16.00,10.00,18.50,6660.00,70.18,1298.30,277.29,12.38,63.10,0.95,2.57
BadAss 4520-660Kv ,4.00,660.00,15.00,8.00,14.80,8330.00,68.72,1017.00,353.98,9.46,63.10,0.93,2.57
Cobra C-4130/16 ,6.00,390.00,16.00,10.00,22.20,6668.00,48.49,1076.50,334.42,9.56,63.10,0.89,2.57
Cobra C-4130/12 ,5.00,540.00,13.00,8.00,18.50,8325.00,42.25,781.70,460.53,7.88,63.10,1.01,2.58
Cobra C-2820/12 ,5.00,970.00,9.00,4.50,18.50,14819.00,36.66,678.20,530.82,5.39,63.10,0.79,2.00
Cobra C-4120/22 ,6.00,430.00,14.00,8.50,22.20,7837.00,33.36,740.50,486.16,7.61,63.10,1.03,2.34
BadAss 4530-730Kv ,4.00,730.00,14.00,7.00,14.80,9505.00,107.99,1598.20,225.25,10.79,63.00,0.68,2.87
BadAss 3515-1130 ,3.00,1130.00,13.00,7.00,11.10,9502.00,70.53,782.80,459.89,7.12,63.00,0.91,2.11
BadAss 2820-910Kv ,4.00,910.00,13.00,7.00,14.80,9503.00,56.35,833.90,431.71,7.22,63.00,0.87,2.03
Tempest 2826-1140Kv ,4.00,1140.00,10.00,5.00,14.80,13297.00,54.46,806.10,446.59,5.59,63.00,0.69,2.06
BadAss 4520-470Kv ,4.00,470.00,16.00,12.00,14.80,5541.00,48.82,722.50,498.27,5.99,63.00,0.83,2.57
Tempest 4120-520Kv ,5.00,520.00,13.00,8.00,18.50,8319.00,43.74,809.20,444.88,7.75,63.00,0.96,2.32
Cobra C-2826-EF1 ,4.00,1200.00,9.00,4.50,14.80,14785.00,43.58,645.00,558.14,5.19,63.00,0.80,2.09
