Motor, Weight (oz), Cells, kV, Propeller, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Minutes), Ah Flight time (Minutes), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Score = (Thrust*Time), Estimated System Weight (oz), Battery Capacity (Wh), Motor Resistance, I Max, P Max, Outside Diameter, Body Length, Total Shaft Length
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 8x6-SF, 8.0, 6.0, 11.1, 8150, 15.63, 173.5, 34.54755043227666, 34.5489443378119, 1.54125, 46.3, 0.888328530259366, 53.2464121037464, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 8x8-E, 8.0, 8.0, 11.1, 8140, 15.64, 173.6, 34.52764976958525, 34.526854219948845, 1.2875, 61.7, 0.741647465437788, 44.45434907834102, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x3.8-SF, 9.0, 3.8, 11.1, 8731, 13.23, 146.9, 40.803267528931244, 40.816326530612244, 1.834375, 31.4, 1.248723621511232, 74.84849387338325, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x4.5-E, 9.0, 4.5, 11.1, 8990, 12.07, 134.0, 44.73134328358209, 44.73902236951118, 1.76375, 38.3, 1.3162313432835822, 78.8949067164179, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x4.7-SF, 9.0, 4.7, 11.1, 8790, 12.94, 143.6, 41.740947075208915, 41.73106646058733, 1.8475, 39.1, 1.2865598885793872, 77.11639972144847, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x6-E, 9.0, 6.0, 11.1, 8630, 13.67, 151.7, 39.51219512195122, 39.50256035113387, 1.733125, 49.0, 1.1424686882003956, 68.47957317073171, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 10x5-E, 10.0, 5.0, 11.1, 8120, 15.63, 173.5, 34.54755043227666, 34.5489443378119, 2.048125, 38.4, 1.1804755043227668, 70.75770172910664, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 10x6-E, 10.0, 6.0, 11.1, 7860, 16.65, 184.8, 32.435064935064936, 32.432432432432435, 2.123125, 44.7, 1.1488771645021645, 68.86369724025974, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 8x4x3-DD, 8.0, 4.0, 11.1, 9810, 8.73, 96.9, 61.85758513931888, 61.85567010309278, 1.326875, 37.2, 1.3693240454076367, 82.07728328173374, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x5-DD, 9.0, 5.0, 11.1, 9060, 11.89, 132.0, 45.40909090909091, 45.41631623212783, 1.814375, 42.9, 1.3745265151515151, 82.38911931818181, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 9x5x3-DD, 9.0, 5.0, 11.1, 8500, 14.33, 159.1, 37.674418604651166, 37.68318213538032, 1.886875, 40.2, 1.185967944688875, 71.08691860465117, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 2.9999999999999996, 1100.0, 10x6-DD, 10.0, 6.0, 11.1, 8260, 14.91, 165.5, 36.21752265861027, 36.21730382293762, 2.039375, 46.9, 1.2322507552870092, 73.86111027190333, 32.943, 99.9, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 4.0, 1100.0, 7x4-E, 7.0, 4.0, 14.8, 13170, 9.86, 145.9, 40.169979437971215, 40.16227180527384, 1.611875, 49.9, 1.1047806716929403, 64.74898560657985, 28.498475, 97.68, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 4.0, 1100.0, 7x5-E, 7.0, 5.0, 14.8, 12550, 12.17, 180.1, 32.541921154913936, 32.539030402629415, 1.598125, 59.4, 0.8873542476401999, 52.006057745696836, 28.498475, 97.68, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 4.0, 1100.0, 7x6-E, 7.0, 6.0, 14.8, 12390, 12.71, 188.1, 31.157894736842106, 31.156569630212427, 1.710625, 70.4, 0.9094231791600212, 53.29947368421053, 28.498475, 97.68, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/22 , 2.11, 4.0, 1100.0, 8x4-E, 8.0, 4.0, 14.8, 12070, 13.89, 205.6, 28.505836575875488, 28.5097192224622, 2.10125, 45.7, 1.022008754863813, 59.89788910505837, 28.498475, 97.68, 0.11, 17.0, -1.0, 1.09, 1.1, 1.65
Cobra C-2213/26 , 2.15, 2.0, 950.0, 9x6-SF, 9.0, 6.0, 7.4, 5700, 11.14, 82.4, 72.81553398058252, 72.7837352612936, 1.115625, 32.4, 1.3539138349514563, 81.23483009708737, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 9x7.5-E, 9.0, 7.5, 7.4, 5250, 7.59, 56.2, 106.76156583629893, 106.82619378271552, 0.7475, 37.3, 1.3300711743772242, 79.80427046263345, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x3.8-SF, 10.0, 3.8, 7.4, 5300, 7.19, 53.2, 112.78195488721803, 112.76923655226854, 1.031875, 19.1, 1.9396146616541354, 116.37687969924812, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x4.7-SF, 10.0, 4.7, 7.4, 5160, 7.8, 57.7, 103.98613518197573, 103.95010395010395, 1.07375, 23.0, 1.8609185441941074, 111.65511265164643, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x7-E, 10.0, 7.0, 7.4, 5180, 7.82, 57.9, 103.62694300518135, 103.6842469067533, 0.97875, 34.3, 1.6904145077720207, 101.42487046632124, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x7-SF, 10.0, 7.0, 7.4, 4700, 10.07, 74.5, 80.53691275167785, 80.51745886899809, 1.133125, 31.2, 1.520973154362416, 91.25838926174495, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x10-E, 10.0, 10.0, 7.4, 4560, 10.9, 80.7, 74.34944237918215, 74.386312918423, 0.79375, 43.2, 0.9835811648079306, 59.01486988847583, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x3.8-SF, 11.0, 3.8, 7.4, 5150, 7.93, 58.7, 102.21465076660988, 102.24600388534814, 1.135625, 18.5, 1.9346252129471893, 116.07751277683136, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x4.7-SF, 11.0, 4.7, 7.4, 4820, 9.49, 70.2, 85.47008547008546, 85.43844160282516, 1.274375, 21.5, 1.8153490028490027, 108.92094017094017, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x5.5-E, 11.0, 5.5, 7.4, 5160, 8.04, 59.5, 100.84033613445378, 100.84711577248892, 1.153125, 26.9, 1.9380252100840336, 116.28151260504201, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x7-E, 11.0, 7.0, 7.4, 4880, 9.21, 68.2, 87.97653958944281, 88.03591865481116, 1.18375, 32.3, 1.7357038123167157, 104.14222873900293, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x7-SF, 11.0, 7.0, 7.4, 4300, 12.02, 88.9, 67.49156355455568, 67.45514233035031, 1.3425, 28.5, 1.5101237345331833, 90.607424071991, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x8-E, 11.0, 8.0, 7.4, 4680, 10.2, 75.5, 79.47019867549669, 79.49125596184419, 1.049375, 35.5, 1.3899006622516556, 83.39403973509934, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x8.5-E, 11.0, 8.5, 7.4, 4630, 10.46, 77.4, 77.51937984496124, 77.51537388248668, 1.141875, 37.3, 1.4752906976744184, 88.51744186046511, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x10-E, 11.0, 10.0, 7.4, 4260, 12.34, 91.3, 65.71741511500548, 65.705900389855, 0.919375, 40.3, 1.0069824753559693, 60.41894852135817, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x3.8-SF, 12.0, 3.8, 7.4, 4590, 10.57, 78.2, 76.72634271099744, 76.70868598020915, 1.3825, 16.5, 1.7679028132992327, 106.07416879795397, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x6-E, 12.0, 6.0, 7.4, 4790, 9.63, 71.3, 84.1514726507714, 84.19634587858886, 1.329375, 27.2, 1.8644810659186537, 111.86886395511922, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x6-SF, 12.0, 6.0, 7.4, 4060, 13.02, 96.3, 62.30529595015577, 62.27425582264292, 1.48125, 23.1, 1.5381619937694704, 92.28971962616822, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x8-E, 12.0, 8.0, 7.4, 4370, 11.66, 86.3, 69.52491309385863, 69.53780538686199, 1.196875, 33.1, 1.386877172653534, 83.21263035921204, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x10-E, 12.0, 10.0, 7.4, 4030, 13.42, 99.3, 60.422960725075534, 60.41809320497845, 1.065, 38.2, 1.0725075528700907, 64.35045317220543, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 13x4-E, 13.0, 4.0, 7.4, 4950, 8.8, 65.1, 92.16589861751153, 92.13759213759214, 1.29, 18.8, 1.9815668202764978, 118.89400921658988, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 13x6.5-E, 13.0, 6.5, 7.4, 4300, 11.97, 88.6, 67.72009029345372, 67.73690984217299, 1.508125, 26.5, 1.7021726862302484, 102.13036117381489, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 13x8-E, 13.0, 8.0, 7.4, 4130, 12.86, 95.2, 63.02521008403361, 63.04905216258249, 1.50375, 31.3, 1.5795693277310925, 94.77415966386553, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x4.7-SF, 10.0, 4.7, 7.4, 5130, 8.14, 60.2, 99.66777408637873, 99.60820771631582, 1.12, 22.8, 1.86046511627907, 111.62790697674419, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x6x3-DD, 10.0, 6.0, 7.4, 5200, 7.73, 57.2, 104.8951048951049, 104.89143736232998, 1.045, 29.5, 1.8269230769230769, 109.6153846153846, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x8-HD, 10.0, 8.0, 7.4, 4890, 9.13, 67.6, 88.75739644970415, 88.80731772298036, 0.94375, 27.8, 1.3960798816568047, 83.76479289940829, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 10x8-SF, 10.0, 8.0, 7.4, 4620, 10.48, 77.6, 77.31958762886599, 77.36744377965752, 1.078125, 26.3, 1.3893363402061856, 83.36018041237115, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x4.7-SF, 11.0, 4.7, 7.4, 4830, 9.43, 69.8, 85.9598853868195, 85.98205841047834, 1.263125, 21.5, 1.809634670487106, 108.57808022922637, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 11x7-DD, 11.0, 7.0, 7.4, 5010, 8.55, 63.3, 94.7867298578199, 94.83167377904219, 1.1925, 33.2, 1.8838862559241705, 113.03317535545023, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x6-HD, 12.0, 6.0, 7.4, 4880, 9.16, 67.8, 88.49557522123894, 88.51646406231558, 1.29, 27.7, 1.9026548672566372, 114.15929203539824, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.0, 950.0, 12x8-DD, 12.0, 8.0, 7.4, 4450, 11.36, 84.1, 71.34363852556481, 71.37419109250095, 1.39125, 25.3, 1.654280618311534, 99.25683709869206, 32.15, 100, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 8x6-E, 8.0, 6.0, 11.1, 8000, 8.93, 99.1, 60.484359233097884, 60.47032474804032, 1.133125, 45.5, 1.1434157416750756, 68.53633955600404, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 8x6-SF, 8.0, 6.0, 11.1, 7540, 10.87, 120.7, 49.66031483015741, 49.678012879484825, 1.300625, 42.8, 1.0775683512841756, 64.58944697597347, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 8x8-E, 8.0, 8.0, 11.1, 7460, 11.3, 125.4, 47.79904306220095, 47.78761061946902, 1.078125, 56.5, 0.8597488038277512, 51.5333433014354, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x3.8-SF, 9.0, 3.8, 11.1, 7940, 9.11, 101.1, 59.28783382789318, 59.275521405049396, 1.48375, 28.6, 1.4676063303659743, 87.9683234421365, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x4.5-E, 9.0, 4.5, 11.1, 8130, 8.32, 92.4, 64.87012987012987, 64.90384615384615, 1.42625, 34.6, 1.543560606060606, 92.52102272727274, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x4.7-SF, 9.0, 4.7, 11.1, 7930, 9.15, 101.6, 58.996062992125985, 59.01639344262295, 1.505625, 35.3, 1.4819143700787403, 88.82594734251968, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x6-E, 9.0, 6.0, 11.1, 7860, 9.52, 105.7, 56.707663197729424, 56.72268907563026, 1.421875, 44.7, 1.3451986754966887, 80.63120860927152, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x7.5-E, 9.0, 7.5, 11.1, 7070, 12.92, 143.4, 41.79916317991631, 41.79566563467492, 1.44375, 50.2, 1.0067991631799162, 60.34754184100418, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x3.8-SF, 10.0, 3.8, 11.1, 6970, 13.09, 145.3, 41.25258086717137, 41.252864782276546, 1.918125, 25.1, 1.32011355815554, 79.12760667584308, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x4.7-SF, 10.0, 4.7, 11.1, 6780, 13.89, 154.2, 38.871595330739304, 38.87688984881209, 1.955625, 30.2, 1.268239299610895, 76.01826361867705, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x5-E, 10.0, 5.0, 11.1, 7470, 11.11, 123.3, 48.613138686131386, 48.60486048604861, 1.710625, 35.4, 1.3873682076236822, 83.1588503649635, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x6-E, 10.0, 6.0, 11.1, 7260, 12.02, 133.4, 44.93253373313343, 44.925124792013314, 1.81, 41.3, 1.3568215892053972, 81.32788605697152, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x7-E, 10.0, 7.0, 11.1, 6950, 13.4, 148.7, 40.309347679892404, 40.298507462686565, 1.83875, 46.1, 1.2365501008742434, 74.11881304640217, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 11x5.5-E, 11.0, 5.5, 11.1, 6790, 14.0, 155.4, 38.57142857142857, 38.57142857142857, 2.1075, 35.4, 1.356177606177606, 81.28928571428571, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x5-DD, 9.0, 5.0, 11.1, 8160, 8.15, 90.5, 66.23204419889503, 66.25766871165644, 1.435, 38.6, 1.5856353591160222, 95.04298342541436, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 9x5x3-DD, 9.0, 5.0, 11.1, 7730, 10.08, 111.9, 53.565683646112596, 53.57142857142858, 1.551875, 36.6, 1.3868409294012511, 83.12724530831098, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x6-DD, 10.0, 6.0, 11.1, 7590, 10.66, 118.3, 50.667793744716825, 50.65666041275798, 1.704375, 43.1, 1.440722738799662, 86.35692096365173, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 2.9999999999999996, 950.0, 10x6x3-DD, 10.0, 6.0, 11.1, 6980, 13.23, 146.9, 40.803267528931244, 40.816326530612244, 1.944375, 39.7, 1.3236044928522803, 79.33685330156568, 32.983, 99.9, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 7x5-E, 7.0, 5.0, 14.8, 11230, 8.2, 121.4, 48.27677100494234, 48.29268292682927, 1.26125, 53.2, 1.0389209225700164, 60.88907742998352, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 7x6-E, 7.0, 6.0, 14.8, 11110, 8.62, 127.6, 45.931034482758626, 45.93967517401393, 1.358125, 63.1, 1.0643612852664577, 62.38008620689656, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 8x4-E, 8.0, 4.0, 14.8, 10900, 9.46, 140.0, 41.862857142857145, 41.860465116279066, 1.684375, 41.3, 1.203125, 70.51275, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 8x6-E, 8.0, 6.0, 14.8, 9880, 13.29, 196.7, 29.795627859684803, 29.79683972911964, 1.871875, 56.1, 0.9516395526182003, 55.77369089984749, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 9x4.5-E, 9.0, 4.5, 14.8, 10010, 12.74, 188.6, 31.075291622481444, 31.083202511773937, 2.244375, 42.7, 1.1900185577942735, 69.74460763520679, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 8x4-DD, 8.0, 4.0, 14.8, 11400, 7.51, 111.1, 52.75247524752476, 52.729693741677764, 1.53875, 43.2, 1.385013501350135, 81.17287128712873, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 8x4x3-DD, 8.0, 4.0, 14.8, 10970, 9.14, 135.3, 43.3170731707317, 43.326039387308526, 1.6975, 41.6, 1.2546193643754617, 73.53073170731706, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2213/26 , 2.15, 4.0, 950.0, 9x5-DD, 9.0, 5.0, 14.8, 10080, 12.47, 184.6, 31.74864572047671, 31.756214915797916, 2.270625, 47.7, 1.2300243770314194, 72.08926868905742, 28.538475, 97.68, 0.134, 14.0, -1.0, 1.09, 1.1, 1.5
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 8x6-E, 8.0, 6.0, 7.4, 8670, 17.37, 128.5, 46.69260700389105, 46.67880315548709, 1.40875, 49.3, 1.0963035019455254, 65.77821011673151, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 8x6-SF, 8.0, 6.0, 7.4, 8040, 21.84, 161.6, 37.12871287128713, 37.125037125037124, 1.51, 45.7, 0.9344059405940595, 56.06435643564356, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x3.8-SF, 9.0, 3.8, 7.4, 8537, 18.32, 135.6, 44.24778761061947, 44.25823203115779, 1.80125, 30.7, 1.3283554572271388, 79.70132743362832, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x4.5-E, 9.0, 4.5, 7.4, 8770, 16.65, 123.2, 48.7012987012987, 48.69734599464329, 1.68625, 37.4, 1.3687094155844155, 82.12256493506493, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x4.7-SF, 9.0, 4.7, 7.4, 8610, 17.91, 132.5, 45.283018867924525, 45.271402055321644, 1.78125, 38.3, 1.3443396226415094, 80.66037735849056, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x6-E, 9.0, 6.0, 7.4, 8460, 19.17, 141.9, 42.28329809725158, 42.29581694370426, 1.70625, 48.1, 1.202431289640592, 72.14587737843551, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x6-SF, 9.0, 6.0, 7.4, 7146, 27.9, 206.5, 29.055690072639226, 29.061319383900027, 1.87375, 40.6, 0.9073849878934624, 54.44309927360775, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x7.5-E, 9.0, 7.5, 7.4, 7570, 25.18, 186.3, 32.2061191626409, 32.20058819741107, 1.655625, 53.8, 0.8886876006441223, 53.32125603864734, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 9x7.5-SF, 9.0, 7.5, 7.4, 6660, 30.77, 227.7, 26.35046113306983, 26.35069258403675, 1.3975, 47.3, 0.6137461572244182, 36.824769433465086, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 10x3.8-SF, 10.0, 3.8, 7.4, 7430, 25.86, 191.4, 31.34796238244514, 31.35385966012416, 2.22, 26.7, 1.1598746081504703, 69.59247648902821, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 10x4.7-SF, 10.0, 4.7, 7.4, 7270, 27.4, 202.8, 29.585798816568047, 29.59163543105149, 2.261875, 32.4, 1.1153229783037475, 66.91937869822485, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 10x5-E, 10.0, 5.0, 7.4, 8020, 22.04, 163.1, 36.78724708767627, 36.78814931083534, 1.995, 38.0, 1.2231759656652361, 73.39055793991416, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 10x6-E, 10.0, 6.0, 7.4, 7800, 23.42, 173.3, 34.62204270051933, 34.62044452650772, 2.085625, 44.3, 1.203476630121177, 72.20859780727062, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 10x7-E, 10.0, 7.0, 7.4, 7420, 26.15, 193.5, 31.007751937984494, 31.00614955299468, 2.103125, 49.2, 1.0868863049095607, 65.21317829457364, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 11x3.8-SF, 11.0, 3.8, 7.4, 7130, 27.85, 206.1, 29.11208151382824, 29.11349410451744, 2.425, 25.7, 1.1766132945172245, 70.59679767103347, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 11x4.7-SF, 11.0, 4.7, 7.4, 6580, 31.46, 232.8, 25.773195876288657, 25.772753045480314, 2.5375, 29.3, 1.0899914089347078, 65.39948453608247, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
Cobra C-2217/12 , 2.61, 2.0, 1550.0, 11x5.5-E, 11.0, 5.5, 7.4, 7280, 27.57, 204.0, 29.41176470588235, 29.409169779137134, 2.438125, 37.9, 1.1951593137254901, 71.7095588235294, 32.61, 100, 0.044, 32.0, -1.0, 1.09, 1.3, 1.85
