Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
Cobra CM-2814/36 ,5.9999999999999991,470,13,5.5,22.199999999999999,7325,33.539999999999999,744.60000000000002,966.96212731668004,9.0824999999999996,38.200000000000003,1.2197824335213536,2.2162500000000001
Cobra CM-4012/30 ,5.9999999999999991,300,14,5.5,22.199999999999999,5788,32.240000000000002,715.79999999999995,1005.8675607711652,8.7300000000000004,30.100000000000001,1.2196144174350378,2.32125
Cobra C-4130/14 ,5.9999999999999991,450,15,4,22.199999999999999,8683,61.399999999999999,1363.2,528.16901408450701,16.61375,32.899999999999999,1.218731660798122,3.4637500000000001
Cobra C-4130/14 ,5.9999999999999991,450,15,4,22.199999999999999,8683,30.699999999999999,681.60000000000002,528.16901408450701,8.3068749999999998,32.899999999999999,1.218731660798122,2.5818750000000001
Cobra CM-4012/20 ,5.9999999999999991,450,12,4.5,22.199999999999999,8793,36,799.20000000000005,900.90090090090087,9.625,37.5,1.2043293293293293,2.32125
Cobra C-4130/20 ,5.9999999999999991,300,19,12,22.199999999999999,5126,80.840000000000003,1794.5999999999999,401.20361083249753,21.454999999999998,58.299999999999997,1.1955310375571158,3.44625
Cobra C-4130/20 ,5.9999999999999991,300,19,12,22.199999999999999,5126,40.420000000000002,897.29999999999995,401.20361083249753,10.727499999999999,58.299999999999997,1.1955310375571158,2.5731250000000001
Cobra C-5330/18 ,5.9999999999999991,250,21,14,22.199999999999999,4831,96.379999999999995,2139.46,336.53351780355791,25.5,64,1.1918895422209341,4.5612500000000002
Cobra C-5330/18 ,5.9999999999999991,250,21,14,22.199999999999999,4831,48.189999999999998,1069.73,336.53351780355791,12.75,64,1.1918895422209341,3.1306250000000002
Cobra CM-4510/28 ,5.9999999999999991,420,16,5.5,22.199999999999999,6915,62.579999999999998,1389.2,518.28390440541318,16.530000000000001,36,1.1898934638640943,2.6299999999999999
Cobra CM-4510/28 ,5.9999999999999991,420,16,5.5,22.199999999999999,6915,31.289999999999999,694.60000000000002,518.28390440541318,8.2650000000000006,36,1.1898934638640943,2.165
Cobra C-5320/22 ,5.9999999999999991,300,19,10,22.199999999999999,5659,86.959999999999994,1930.4000000000001,372.97969332780769,22.932500000000001,53.600000000000001,1.1879662246166598,3.8600000000000003
Cobra C-5320/22 ,5.9999999999999991,300,19,10,22.199999999999999,5659,43.479999999999997,965.20000000000005,372.97969332780769,11.46625,53.600000000000001,1.1879662246166598,2.7800000000000002
Cobra CM-2820/24 ,5.9999999999999991,490,12,4.5,22.199999999999999,8834,37.600000000000001,834.79999999999995,862.48203162434118,9.8849999999999998,37.600000000000001,1.1841159559175851,2.34375
Cobra C-4130/16 ,5.9999999999999991,390,15,8,22.199999999999999,7373,56.759999999999998,1259.8,571.51928877599619,14.907500000000001,55.899999999999999,1.1833227496428005,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,15,8,22.199999999999999,7373,28.379999999999999,629.89999999999998,571.51928877599619,7.4537500000000003,55.899999999999999,1.1833227496428005,2.5731250000000001
Cobra C-4130/16 ,5.9999999999999991,390,14,7,22.199999999999999,7318,59.960000000000001,1331.2,540.86538461538464,15.75,48.5,1.1831430288461537,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,14,7,22.199999999999999,7318,29.98,665.60000000000002,540.86538461538464,7.875,48.5,1.1831430288461537,2.5731250000000001
Cobra C-4120/20 ,5.9999999999999991,480,15,4,22.199999999999999,8649,61.399999999999999,1363.2,528.16901408450701,16.125,32.799999999999997,1.1828785211267605,2.9787499999999998
Cobra C-4120/20 ,5.9999999999999991,480,15,4,22.199999999999999,8649,30.699999999999999,681.60000000000002,528.16901408450701,8.0625,32.799999999999997,1.1828785211267605,2.339375
Cobra C-3520/18 ,5.9999999999999991,550,13,4,22.199999999999999,9806,46.240000000000002,1026.8,701.20763537202959,12.13875,37.100000000000001,1.1821922477600313,2.6524999999999999
Cobra C-5330/18 ,5.9999999999999991,250,20,13,22.199999999999999,4919,85.200000000000003,1891.6199999999999,380.62612998382343,22.362500000000001,60.600000000000001,1.1821877544115627,4.5612500000000002
Cobra C-5330/18 ,5.9999999999999991,250,20,13,22.199999999999999,4919,42.600000000000001,945.80999999999995,380.62612998382343,11.18125,60.600000000000001,1.1821877544115627,3.1306250000000002
Cobra C-5320/22 ,5.9999999999999991,300,18,10,22.199999999999999,5774,75.879999999999995,1684.5999999999999,427.40116348094506,19.89875,54.700000000000003,1.1812151252522856,3.8600000000000003
Cobra C-5320/22 ,5.9999999999999991,300,18,10,22.199999999999999,5774,37.939999999999998,842.29999999999995,427.40116348094506,9.9493749999999999,54.700000000000003,1.1812151252522856,2.7800000000000002
Cobra C-5330/18 ,5.9999999999999991,250,21,12,22.199999999999999,4791,100.58,2232.96,322.44196044711953,26.3125,54.399999999999999,1.17836862281456,4.5612500000000002
Cobra C-5330/18 ,5.9999999999999991,250,21,12,22.199999999999999,4791,50.289999999999999,1116.48,322.44196044711953,13.15625,54.399999999999999,1.17836862281456,3.1306250000000002
Cobra CM-4520/14 ,5.9999999999999991,310,16,5.5,22.199999999999999,7472,79.260000000000005,1759.5999999999999,409.18390543305298,20.6875,38.899999999999999,1.1756933393953173,3.2075
Cobra CM-4520/14 ,5.9999999999999991,310,16,5.5,22.199999999999999,7472,39.630000000000003,879.79999999999995,409.18390543305298,10.34375,38.899999999999999,1.1756933393953173,2.4537499999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,6,22.199999999999999,7428,57.340000000000003,1273,565.5930871956009,14.921250000000001,42.200000000000003,1.1721327572663001,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,6,22.199999999999999,7428,28.670000000000002,636.5,565.5930871956009,7.4606250000000003,42.200000000000003,1.1721327572663001,2.2574999999999998
Cobra CM-4515/18 ,5.9999999999999991,435,16,5.5,22.199999999999999,7469,80.739999999999995,1792.4000000000001,401.69604998884176,20.987500000000001,38.899999999999999,1.1709160901584468,2.9037500000000001
Cobra CM-4515/18 ,5.9999999999999991,435,16,5.5,22.199999999999999,7469,40.369999999999997,896.20000000000005,401.69604998884176,10.49375,38.899999999999999,1.1709160901584468,2.3018749999999999
Cobra C-5320/22 ,5.9999999999999991,300,19,8,22.199999999999999,5657,87.879999999999995,1950.8,369.07935206069305,22.658750000000001,42.899999999999999,1.161510662292393,3.8600000000000003
Cobra C-5320/22 ,5.9999999999999991,300,19,8,22.199999999999999,5657,43.939999999999998,975.39999999999998,369.07935206069305,11.329375000000001,42.899999999999999,1.161510662292393,2.7800000000000002
Cobra C-4130/20 ,5.9999999999999991,300,20,11,22.199999999999999,4973,90.219999999999999,2003,359.46080878681977,23.07375,51.799999999999997,1.1519595606590114,3.44625
Cobra C-4130/20 ,5.9999999999999991,300,20,11,22.199999999999999,4973,45.109999999999999,1001.5,359.46080878681977,11.536875,51.799999999999997,1.1519595606590114,2.5731250000000001
Cobra C-4130/20 ,5.9999999999999991,300,17,10,22.199999999999999,5474,60.240000000000002,1337.4000000000001,538.35800807537009,15.401249999999999,51.799999999999997,1.1515814266487214,3.44625
Cobra C-4130/20 ,5.9999999999999991,300,17,10,22.199999999999999,5474,30.120000000000001,668.70000000000005,538.35800807537009,7.7006249999999996,51.799999999999997,1.1515814266487214,2.5731250000000001
Cobra C-4130/16 ,5.9999999999999991,390,18,8,22.199999999999999,6699,95.299999999999997,2115.4000000000001,340.36116100973811,24.356249999999999,50.799999999999997,1.1513779899782546,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,18,8,22.199999999999999,6699,47.649999999999999,1057.7,340.36116100973811,12.178125,50.799999999999997,1.1513779899782546,2.5731250000000001
Cobra CM-3520/20 ,5.9999999999999991,480,14,5.5,22.199999999999999,7973,56.32,1250.4000000000001,575.81573896353166,14.373749999999999,41.5,1.1495321497120921,2.7312500000000002
Cobra CM-3520/20 ,5.9999999999999991,480,14,5.5,22.199999999999999,7973,28.16,625.20000000000005,575.81573896353166,7.1868749999999997,41.5,1.1495321497120921,2.2156250000000002
Cobra CM-4510/28 ,5.9999999999999991,420,18,5.5,22.199999999999999,6414,77.519999999999996,1721,418.36141778036023,19.699999999999999,33.399999999999999,1.1446833236490412,2.6299999999999999
Cobra CM-4510/28 ,5.9999999999999991,420,18,5.5,22.199999999999999,6414,38.759999999999998,860.5,418.36141778036023,9.8499999999999996,33.399999999999999,1.1446833236490412,2.165
Cobra C-4130/16 ,5.9999999999999991,390,15,7,22.199999999999999,7066,74.099999999999994,1645,437.68996960486322,18.818750000000001,46.799999999999997,1.1439969604863223,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,15,7,22.199999999999999,7066,37.049999999999997,822.5,437.68996960486322,9.4093750000000007,46.799999999999997,1.1439969604863223,2.5731250000000001
Cobra CM-4006/36 ,5.9999999999999991,500,11,4.5,22.199999999999999,9216,30.98,687.79999999999995,1046.8159348647864,7.86625,39.299999999999997,1.1436827566152952,2.1087500000000001
Cobra C-3525/18 ,5.9999999999999991,430,13,6.5,22.199999999999999,7845,44.359999999999999,984.79999999999995,731.11291632818848,11.23,48.299999999999997,1.1403330625507717,2.8149999999999999
Cobra C-4130/20 ,5.9999999999999991,300,21,14,22.199999999999999,4733,102.54000000000001,2276.5999999999999,316.2610911007643,25.9575,62.700000000000003,1.1401871211455681,3.44625
Cobra C-4130/20 ,5.9999999999999991,300,21,14,22.199999999999999,4733,51.270000000000003,1138.3,316.2610911007643,12.97875,62.700000000000003,1.1401871211455681,2.5731250000000001
Cobra CM-4520/14 ,5.9999999999999991,310,18,5.5,22.199999999999999,7038,101.59999999999999,2255.5999999999999,319.20553289590356,25.6875,36.700000000000003,1.1388322397588226,3.2075
Cobra CM-4520/14 ,5.9999999999999991,310,18,5.5,22.199999999999999,7038,50.799999999999997,1127.8,319.20553289590356,12.84375,36.700000000000003,1.1388322397588226,2.4537499999999999
Cobra C-4130/20 ,5.9999999999999991,300,20,13,22.199999999999999,4836,92.5,2053.5999999999999,350.60381768601479,23.342500000000001,59.5,1.1366624464355279,3.44625
Cobra C-4130/20 ,5.9999999999999991,300,20,13,22.199999999999999,4836,46.25,1026.8,350.60381768601479,11.671250000000001,59.5,1.1366624464355279,2.5731250000000001
Cobra C-5320/22 ,5.9999999999999991,300,20,10,22.199999999999999,5474,106.78,2370.5999999999999,303.72057706909646,26.789999999999999,51.799999999999997,1.1300936471779297,3.8600000000000003
Cobra C-5320/22 ,5.9999999999999991,300,20,10,22.199999999999999,5474,53.390000000000001,1185.3,303.72057706909646,13.395,51.799999999999997,1.1300936471779297,2.7800000000000002
Cobra C-4120/18 ,5.9999999999999991,540,13,4,22.199999999999999,10370,55.479999999999997,1231.8,584.51047247929864,13.914999999999999,39.299999999999997,1.1296476700763112,2.9787499999999998
Cobra C-4120/22 ,5.9999999999999991,430,15,6,22.199999999999999,7827,67.099999999999994,1489.5999999999999,483.35123523093449,16.786249999999999,44.5,1.1268964822771215,2.9787499999999998
Cobra C-4120/22 ,5.9999999999999991,430,15,6,22.199999999999999,7827,33.549999999999997,744.79999999999995,483.35123523093449,8.3931249999999995,44.5,1.1268964822771215,2.339375
Cobra C-5330/18 ,5.9999999999999991,250,22,12,22.199999999999999,4694,115.7,2568.3600000000001,280.33453254216698,28.925000000000001,53.299999999999997,1.1262050491364139,4.5612500000000002
Cobra C-5330/18 ,5.9999999999999991,250,22,12,22.199999999999999,4694,57.850000000000001,1284.1800000000001,280.33453254216698,14.4625,53.299999999999997,1.1262050491364139,3.1306250000000002
Cobra C-4130/16 ,5.9999999999999991,390,16,8,22.199999999999999,6806,82.459999999999994,1830.4000000000001,393.35664335664336,20.612500000000001,51.600000000000001,1.1261199737762237,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,16,8,22.199999999999999,6806,41.229999999999997,915.20000000000005,393.35664335664336,10.30625,51.600000000000001,1.1261199737762237,2.5731250000000001
Cobra C-3525/14 ,5.9999999999999991,560,13,4,22.199999999999999,10232,53.539999999999999,1188.5999999999999,605.75466935890972,13.36375,38.799999999999997,1.124326939256268,2.8149999999999999
Cobra CM-4012/20 ,5.9999999999999991,450,13,5.5,22.199999999999999,8323,47.880000000000003,1063,677.32831608654749,11.8825,43.299999999999997,1.1178269049858891,2.32125
Cobra CM-4515/18 ,5.9999999999999991,435,18,5.5,22.199999999999999,7003,103.09999999999999,2288.8000000000002,314.57532331352672,25.568750000000001,36.5,1.1171246941628801,2.9037500000000001
Cobra CM-4515/18 ,5.9999999999999991,435,18,5.5,22.199999999999999,7003,51.549999999999997,1144.4000000000001,314.57532331352672,12.784375000000001,36.5,1.1171246941628801,2.3018749999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,8,22.199999999999999,7346,60.060000000000002,1333.2,540.05400540054006,14.74375,55.700000000000003,1.1058918391839183,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,8,22.199999999999999,7346,30.030000000000001,666.60000000000002,540.05400540054006,7.3718750000000002,55.700000000000003,1.1058918391839183,2.2574999999999998
Cobra C-4130/16 ,5.9999999999999991,390,14,9,22.199999999999999,7104,71.459999999999994,1586.4000000000001,453.85779122541601,17.5,60.5,1.1031265758951083,3.44625
Cobra C-4130/16 ,5.9999999999999991,390,14,9,22.199999999999999,7104,35.729999999999997,793.20000000000005,453.85779122541601,8.75,60.5,1.1031265758951083,2.5731250000000001
Cobra CM-4012/20 ,5.9999999999999991,450,14,5.5,22.199999999999999,7936,57.899999999999999,1285.4000000000001,560.13692235879876,14.07,41.299999999999997,1.0946009024428194,2.32125
Cobra CM-4012/20 ,5.9999999999999991,450,14,5.5,22.199999999999999,7936,28.949999999999999,642.70000000000005,560.13692235879876,7.0350000000000001,41.299999999999997,1.0946009024428194,2.0106250000000001
Cobra C-3525/18 ,5.9999999999999991,430,14,7,22.199999999999999,7285,61.920000000000002,1374.4000000000001,523.86495925494762,15,48.299999999999997,1.0913853317811408,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,14,7,22.199999999999999,7285,30.960000000000001,687.20000000000005,523.86495925494762,7.5,48.299999999999997,1.0913853317811408,2.2574999999999998
Cobra C-4120/22 ,5.9999999999999991,430,13,6.5,22.199999999999999,8181,50.700000000000003,1125.5999999999999,639.65884861407255,12.279999999999999,50.399999999999999,1.0909737029140014,2.9787499999999998
Cobra C-5320/18 ,5.9999999999999991,370,18,8,22.199999999999999,6934,105.23999999999999,2336.5999999999999,308.14003252589231,25.47625,52.5,1.0903128477274673,3.8600000000000003
Cobra C-5320/18 ,5.9999999999999991,370,18,8,22.199999999999999,6934,52.619999999999997,1168.3,308.14003252589231,12.738125,52.5,1.0903128477274673,2.7800000000000002
Cobra C-3525/18 ,5.9999999999999991,430,12,8,22.199999999999999,7690,48.899999999999999,1085.4000000000001,663.34991708126029,11.83375,58.299999999999997,1.0902662612861618,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,13,8,22.199999999999999,7542,53.579999999999998,1189.4000000000001,605.34723389944509,12.932499999999999,57.100000000000001,1.087312930889524,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,14,7,22.199999999999999,7507,54.799999999999997,1216.4000000000001,591.91055573824394,13.065,49.799999999999997,1.0740710292666884,2.8149999999999999
Cobra C-3520/18 ,5.9999999999999991,550,11,5.5,22.199999999999999,9998,41.399999999999999,919,783.46028291621326,9.8187499999999996,52.100000000000001,1.0684167573449401,2.6524999999999999
Cobra C-3525/18 ,5.9999999999999991,430,14,8.5,22.199999999999999,7414,56.640000000000001,1257.5999999999999,572.51908396946567,13.4175,59.700000000000003,1.0669131679389314,2.8149999999999999
Cobra CM-4010/20 ,5.9999999999999991,550,10,4.5,22.199999999999999,10778,34.759999999999998,771.60000000000002,933.12597200622076,8.2274999999999991,45.899999999999999,1.0662908242612752,2.2462499999999999
Cobra C-4130/14 ,5.9999999999999991,450,15,6,22.199999999999999,8310,82.519999999999996,1832,393.01310043668121,19.436250000000001,47.200000000000003,1.0609306768558953,3.4637500000000001
Cobra C-4130/14 ,5.9999999999999991,450,15,6,22.199999999999999,8310,41.259999999999998,916,393.01310043668121,9.7181250000000006,47.200000000000003,1.0609306768558953,2.5818750000000001
Cobra CM-4010/20 ,5.9999999999999991,550,11,4.5,22.199999999999999,10403,44.159999999999997,980.39999999999998,734.39412484700119,10.375,44.299999999999997,1.0582415340677276,2.2462499999999999
Cobra C-4120/22 ,5.9999999999999991,430,15,8,22.199999999999999,7760,70.379999999999995,1562.4000000000001,460.82949308755758,16.4725,58.799999999999997,1.0543074756784434,2.9787499999999998
Cobra C-4120/22 ,5.9999999999999991,430,15,8,22.199999999999999,7760,35.189999999999998,781.20000000000005,460.82949308755758,8.2362500000000001,58.799999999999997,1.0543074756784434,2.339375
Cobra C-5320/22 ,5.9999999999999991,300,19,12,22.199999999999999,5577,102.7,2279.8000000000002,315.81717694534603,23.9025,63.399999999999999,1.048447232213352,3.8600000000000003
Cobra C-5320/22 ,5.9999999999999991,300,19,12,22.199999999999999,5577,51.350000000000001,1139.9000000000001,315.81717694534603,11.95125,63.399999999999999,1.048447232213352,2.7800000000000002
Cobra C-3525/18 ,5.9999999999999991,430,13,8,22.199999999999999,7716,48.140000000000001,1068.8,673.65269461077844,11.133749999999999,58.5,1.0417056511976048,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,7,22.199999999999999,6879,74.700000000000003,1658.4000000000001,434.15340086830679,17.2225,45.600000000000001,1.0385009647853352,2.8149999999999999
Cobra C-3525/18 ,5.9999999999999991,430,15,7,22.199999999999999,6879,37.350000000000001,829.20000000000005,434.15340086830679,8.6112500000000001,45.600000000000001,1.0385009647853352,2.2574999999999998
Cobra C-4130/14 ,5.9999999999999991,450,13,6.5,22.199999999999999,8583,60.219999999999999,1336.8,538.59964093357269,13.827500000000001,52.799999999999997,1.034373129862358,3.4637500000000001
Cobra C-3525/18 ,5.9999999999999991,430,14,10,22.199999999999999,7435,57.159999999999997,1268.8,567.46532156368221,13.1,70.400000000000006,1.0324716267339218,2.8149999999999999
Cobra C-4120/22 ,5.9999999999999991,430,14,7,22.199999999999999,7806,62.399999999999999,1385.2,519.78053710655502,14.26375,51.700000000000003,1.029724949465781,2.9787499999999998
Cobra C-4120/22 ,5.9999999999999991,430,14,7,22.199999999999999,7806,31.199999999999999,692.60000000000002,519.78053710655502,7.131875,51.700000000000003,1.029724949465781,2.339375
