Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
Tempest 3515-950Kv ,4.00,950.00,9.00,8.00,14.80,11199.00,80.88,1197.00,601.50,9.47,84.80,0.79,2.44
BadAss 3515-940 ,4.00,940.00,10.00,6.00,14.80,11842.00,77.72,1150.40,625.87,9.47,67.30,0.82,2.52
Cobra C-3515/12 ,3.00,1100.00,11.00,7.00,11.10,8901.00,89.14,989.40,727.71,9.47,59.00,0.96,2.48
Tempest 4130-460Kv ,6.00,460.00,14.00,7.00,22.20,9136.00,51.78,1149.50,313.18,9.47,60.60,0.82,2.54
Cobra C-4120/14 ,5.00,710.00,9.00,7.00,18.50,11642.00,57.66,1066.60,675.04,9.47,77.20,0.89,2.99
Cobra C-3525/10 ,4.00,780.00,11.00,7.00,14.80,9323.00,66.06,977.80,736.35,9.47,61.80,0.97,2.81
BadAss 2826-1030 ,3.00,1030.00,11.00,7.00,11.10,9533.00,89.10,989.00,728.01,9.47,63.20,0.96,2.50
BadAss 3520-790 ,5.00,790.00,12.00,6.00,18.50,11587.00,68.48,1266.90,284.16,9.46,65.80,0.75,2.20
BadAss 3515-580Kv ,4.00,580.00,13.00,8.00,14.80,7148.00,56.26,832.60,864.76,9.46,54.20,1.14,2.54
Tempest 4130-540Kv ,6.00,540.00,13.00,6.50,22.20,10463.00,63.31,1405.40,256.15,9.46,64.40,0.67,2.54
BadAss 3515-710 ,5.00,710.00,10.00,8.00,18.50,10933.00,69.20,1280.40,562.32,9.46,82.80,0.74,2.51
BadAss 4520-540Kv ,5.00,540.00,14.00,7.00,18.50,8140.00,51.04,944.30,381.23,9.46,54.00,1.00,2.57
BadAss 4520-660Kv ,4.00,660.00,15.00,8.00,14.80,8330.00,68.72,1017.00,353.98,9.46,63.10,0.93,2.57
Cobra CP-2814-1450 ,5.00,1450.00,6.00,4.50,18.50,25837.00,94.84,1754.60,410.35,9.46,110.10,0.54,2.23
BadAss 3520-790 ,4.00,790.00,10.00,7.00,14.80,10225.00,67.96,1005.80,715.85,9.46,67.80,0.94,2.70
BadAss 3520-650Kv ,3.00,650.00,14.00,8.50,11.10,6400.00,68.96,765.60,940.44,9.46,51.50,1.24,2.71
Tempest 4130-690Kv ,6.00,690.00,11.00,7.00,22.20,13295.00,75.39,1673.70,215.09,9.46,88.10,0.56,2.54
BadAss 3515-710 ,4.00,710.00,12.00,10.00,14.80,8110.00,89.98,1331.80,540.62,9.46,76.80,0.71,2.51
Tempest 4130-460Kv ,5.00,460.00,14.00,9.00,18.50,7540.00,52.98,980.10,367.31,9.45,64.30,0.96,2.54
BadAss 2814-1120 ,6.00,1120.00,7.00,4.00,22.20,21749.00,77.50,1720.60,418.46,9.45,82.40,0.55,2.22
BadAss 3530-650Kv ,4.00,570.00,13.00,10.00,14.80,7065.00,79.52,1177.00,611.72,9.45,66.90,0.80,3.11
Cobra C-4130/14 ,6.00,450.00,15.00,8.00,22.20,8260.00,42.63,946.30,380.43,9.45,62.60,1.00,2.58
Tempest 3515-950Kv ,6.00,950.00,8.00,4.00,22.20,18015.00,70.10,1556.20,462.67,9.45,68.20,0.61,2.44
Tempest 4130-690Kv ,5.00,690.00,13.00,6.50,18.50,10519.00,94.22,1743.10,206.53,9.44,64.70,0.54,2.54
BadAss 3520-560 ,5.00,560.00,12.00,12.00,18.50,8395.00,91.70,1696.40,424.43,9.44,95.40,0.56,2.71
BadAss 3530-470 ,5.00,470.00,16.00,8.00,18.50,6872.00,55.20,1021.10,352.56,9.43,52.10,0.92,2.39
Tempest 2820-840Kv ,3.00,840.00,14.00,8.50,11.10,6310.00,83.54,927.40,776.36,9.43,50.80,1.02,2.30
BadAss 3515-1130 ,4.00,1130.00,9.00,6.00,14.80,14246.00,95.14,1408.20,511.29,9.43,80.90,0.67,2.52
BadAss 2814-870 ,4.00,870.00,11.00,5.50,14.80,10021.00,64.60,956.20,752.98,9.43,52.20,0.99,2.21
BadAss 3530-700 ,5.00,700.00,13.00,5.50,18.50,11212.00,56.65,1048.00,343.51,9.43,58.40,0.90,2.40
Tempest 2820-970Kv ,3.00,970.00,13.00,8.00,11.10,7139.00,94.46,1048.40,686.76,9.43,54.10,0.90,2.30
Cobra C-2826/12 ,6.00,760.00,9.00,4.50,22.20,13915.00,47.32,1050.60,685.32,9.41,59.30,0.90,2.45
Cobra C-3520/18 ,6.00,550.00,10.00,7.00,22.20,9956.00,42.26,938.20,767.43,9.41,66.00,1.00,2.65
BadAss 2820-1350 ,5.00,1350.00,7.00,4.00,18.50,22079.00,89.98,1664.60,432.54,9.41,83.60,0.57,2.36
Tempest 4120-700Kv ,4.00,700.00,15.00,8.00,14.80,8355.00,71.89,1064.00,338.35,9.41,63.30,0.88,2.32
Cobra C-3515/14 ,5.00,950.00,9.00,4.50,18.50,14037.00,57.58,1065.20,675.93,9.41,59.80,0.88,2.48
Cobra C-4120/22 ,5.00,430.00,12.00,8.00,18.50,6859.00,40.38,747.00,963.86,9.41,52.00,1.26,2.98
BadAss 3520-650Kv ,3.00,650.00,14.00,10.00,11.10,6395.00,69.84,775.20,928.79,9.41,60.60,1.21,2.71
BadAss 4530-550Kv ,5.00,550.00,14.00,8.50,18.50,9010.00,66.41,1228.60,293.02,9.40,72.50,0.77,2.86
BadAss 3515-710 ,4.00,710.00,11.00,8.00,14.80,8702.00,65.30,966.40,745.03,9.40,65.90,0.97,2.51
BadAss 2826-820Kv ,5.00,820.00,9.00,7.50,18.50,12578.00,99.30,1837.00,391.94,9.40,89.30,0.51,2.48
Cobra C-3520/10 ,4.00,980.00,10.00,5.00,14.80,11693.00,65.56,970.20,742.12,9.40,55.40,0.97,2.63
Tempest 2820-970Kv ,4.00,970.00,10.00,5.00,14.80,11787.00,67.98,1006.00,715.71,9.39,55.80,0.93,2.30
Cobra C-4120/22 ,4.00,430.00,15.00,10.00,14.80,5323.00,48.70,720.80,998.89,9.39,50.40,1.30,2.98
Cobra C-5330/18 ,6.00,250.00,19.00,12.00,22.20,4950.00,33.62,746.34,482.35,9.39,56.30,1.26,3.13
Tempest 2820-970Kv ,5.00,970.00,8.00,6.00,18.50,14989.00,69.88,1292.80,556.93,9.39,85.20,0.73,2.30
BadAss 4520-660Kv ,5.00,660.00,13.00,6.50,18.50,10320.00,80.22,1484.10,242.57,9.38,63.50,0.63,2.57
Tempest 4130-460Kv ,4.00,460.00,16.00,10.00,14.80,5854.00,58.82,870.50,413.56,9.38,55.40,1.08,2.54
Cobra CP-2814-1050 ,6.00,1050.00,7.00,6.00,22.20,20531.00,90.36,2006.00,358.92,9.38,116.70,0.47,2.23
Cobra C-4120/16 ,5.00,610.00,13.00,8.00,18.50,8949.00,57.06,1055.60,341.04,9.38,67.80,0.89,2.34
Cobra C-2826/10 ,5.00,930.00,9.00,4.50,18.50,13944.00,57.06,1055.60,682.08,9.38,59.40,0.89,2.45
Tempest 2820-840Kv ,3.00,840.00,14.00,10.00,11.10,6049.00,88.74,985.00,730.96,9.37,57.30,0.95,2.30
Tempest 4120-700Kv ,4.00,700.00,11.00,8.50,14.80,9239.00,77.48,1146.80,627.83,9.37,74.40,0.82,2.93
Cobra C-3520/12 ,4.00,820.00,11.00,5.50,14.80,9822.00,59.16,875.60,822.29,9.37,51.20,1.07,2.65
Tempest 4120-830Kv ,4.00,830.00,10.00,5.00,14.80,11903.00,67.72,1002.40,718.28,9.37,56.40,0.93,2.93
BadAss 4530-730Kv ,5.00,730.00,11.00,8.00,18.50,12493.00,77.78,1438.90,250.19,9.36,94.60,0.65,2.87
BadAss 3520-790 ,6.00,790.00,10.00,7.00,22.20,14287.00,67.62,1501.10,239.82,9.36,94.70,0.62,2.20
Cobra C-3520/18 ,4.00,550.00,14.00,8.50,14.80,6231.00,48.96,724.60,993.65,9.36,50.20,1.29,2.65
BadAss 3515-580Kv ,5.00,580.00,12.00,12.00,18.50,8164.00,91.36,1690.00,426.04,9.36,92.80,0.55,2.54
BadAss 2820-1080 ,6.00,1080.00,7.00,6.00,22.20,20828.00,88.24,1958.80,367.57,9.35,118.30,0.48,2.35
Cobra C-4120/22 ,5.00,430.00,14.00,12.00,18.50,6302.00,72.96,1349.80,533.41,9.35,71.60,0.69,2.98
Tempest 3520-550Kv ,5.00,550.00,12.00,10.00,18.50,8058.00,73.30,1356.00,530.97,9.35,76.30,0.69,2.60
Cobra C-3520/12 ,4.00,820.00,11.00,8.00,14.80,9346.00,75.84,1122.60,641.37,9.35,70.80,0.83,2.65
Tempest 4130-540Kv ,4.00,540.00,16.00,10.00,14.80,6675.00,70.02,1036.30,347.39,9.35,63.20,0.90,2.54
Tempest 3515-1330Kv ,6.00,1330.00,7.00,5.00,22.20,23543.00,91.08,2022.20,356.05,9.35,111.50,0.46,2.44
BadAss 3515-710 ,3.00,710.00,14.00,10.00,11.10,6207.00,71.46,793.20,907.72,9.35,58.80,1.18,2.51
BadAss 3530-890 ,6.00,890.00,9.00,7.00,22.20,17500.00,87.68,1946.50,184.95,9.34,116.00,0.48,2.41
BadAss 4530-440Kv ,5.00,440.00,16.00,12.00,18.50,6835.00,82.94,1534.30,234.63,9.34,77.70,0.61,2.87
Tempest 2820-840Kv ,4.00,840.00,11.00,8.00,14.80,9283.00,82.56,1222.00,589.20,9.34,70.30,0.76,2.30
BadAss 4530-440Kv ,4.00,440.00,18.00,12.00,14.80,5392.00,77.21,1142.70,315.04,9.34,61.30,0.82,2.87
BadAss 2820-910Kv ,5.00,910.00,9.00,6.00,18.50,13973.00,71.82,1328.80,541.84,9.34,79.40,0.70,2.35
Cobra C-3525/12 ,6.00,650.00,10.00,10.00,22.20,11045.00,92.56,2054.80,350.40,9.33,104.60,0.45,2.81
Tempest 2820-840Kv ,4.00,840.00,11.00,8.00,14.80,9808.00,70.56,1044.20,689.52,9.33,74.30,0.89,2.30
BadAss 2814-1300 ,3.00,1300.00,10.00,5.80,11.10,11278.00,92.38,1025.40,702.17,9.33,61.90,0.91,2.22
BadAss 3530-470 ,4.00,470.00,14.00,8.50,14.80,6295.00,48.24,713.80,1008.69,9.33,50.70,1.31,3.08
Tempest 4130-400Kv ,6.00,400.00,12.00,12.00,22.20,8179.00,66.90,1485.20,484.78,9.32,92.90,0.63,3.37
Tempest 2820-1170Kv ,3.00,1170.00,11.00,8.00,11.10,9841.00,97.40,1081.20,665.93,9.32,74.60,0.86,2.29
BadAss 2814-1120 ,5.00,1120.00,8.00,4.00,18.50,17664.00,79.16,1464.60,491.60,9.32,66.90,0.64,2.22
Tempest 2826-1140Kv ,6.00,1140.00,7.00,4.00,22.20,22539.00,78.16,1735.40,414.89,9.32,85.40,0.54,2.43
Cobra CP-2814-1050 ,3.00,1050.00,11.00,7.00,11.10,9263.00,92.98,1032.00,697.67,9.31,61.40,0.90,2.23
Tempest 2826-1140Kv ,4.00,1140.00,9.00,6.00,14.80,13908.00,92.52,1369.40,525.78,9.31,79.00,0.68,2.43
BadAss 2820-780 ,4.00,780.00,11.00,8.50,14.80,9100.00,80.36,1189.20,605.45,9.31,73.20,0.78,2.36
BadAss 3530-700 ,4.00,700.00,11.00,8.00,14.80,9510.00,75.54,1118.20,643.89,9.31,72.00,0.83,3.10
Tempest 2820-840Kv ,3.00,840.00,14.00,10.00,11.10,6285.00,83.96,932.00,772.53,9.31,59.50,1.00,2.30
BadAss 2814-1120 ,3.00,1120.00,11.00,7.00,11.10,9280.00,96.14,1067.20,674.66,9.30,61.50,0.87,2.22
Cobra C-2820/12 ,4.00,970.00,10.00,6.00,14.80,11488.00,72.84,1078.00,667.90,9.30,65.30,0.86,2.31
BadAss 2814-980Kv ,5.00,980.00,9.00,6.00,18.50,14011.00,75.38,1394.40,516.35,9.30,79.60,0.67,2.22
Tempest 4120-520Kv ,5.00,520.00,14.00,7.00,18.50,8109.00,51.92,960.50,374.80,9.30,53.80,0.97,2.32
BadAss 2820-780 ,4.00,780.00,11.00,8.00,14.80,9274.00,74.40,1101.20,653.83,9.30,70.30,0.84,2.36
Cobra C-4120/14 ,4.00,710.00,14.00,7.00,14.80,8002.00,65.22,965.30,372.94,9.29,53.00,0.96,2.35
Tempest 2814-1400Kv ,6.00,1400.00,6.00,4.50,22.20,26102.00,77.98,1731.20,415.90,9.29,111.20,0.54,2.18
Tempest 4130-310Kv ,6.00,310.00,14.00,12.00,22.20,6331.00,57.20,1270.00,566.93,9.29,71.90,0.73,3.34
BadAss 4520-370Kv ,6.00,370.00,16.00,10.00,22.20,6641.00,46.02,1021.60,352.39,9.28,62.90,0.91,2.58
Cobra C-2826/8 ,3.00,1130.00,11.00,7.00,11.10,9314.00,90.22,1001.40,718.99,9.28,61.70,0.93,2.45
Cobra C-2826/12 ,6.00,760.00,9.00,7.50,22.20,12494.00,81.82,1816.20,396.43,9.28,88.70,0.51,2.45
Cobra C-3525/10 ,4.00,780.00,11.00,8.50,14.80,9097.00,77.66,1149.40,626.41,9.28,73.20,0.81,2.81
BadAss 3520-970 ,4.00,970.00,10.00,6.00,14.80,12787.00,71.20,1053.80,683.24,9.28,72.70,0.88,2.69
BadAss 3530-890 ,3.00,890.00,14.00,7.00,11.10,8126.00,91.55,1016.20,354.26,9.28,53.90,0.91,2.41
BadAss 4530-730Kv ,5.00,730.00,11.00,7.00,18.50,12662.00,70.37,1301.80,276.54,9.28,83.90,0.71,2.87
Tempest 3520-550Kv ,4.00,550.00,13.00,8.00,14.80,6594.00,55.60,822.80,875.06,9.27,50.00,1.13,2.60
Tempest 2820-1170Kv ,4.00,1170.00,9.00,6.00,14.80,13891.00,95.82,1418.20,507.69,9.27,78.90,0.65,2.29
BadAss 2820-780 ,4.00,780.00,11.00,5.50,14.80,9767.00,57.34,848.40,848.66,9.27,50.90,1.09,2.36
BadAss 2820-1080 ,3.00,1080.00,11.00,5.50,11.10,9965.00,81.40,903.40,796.99,9.27,51.90,1.03,2.35
Tempest 2820-1170Kv ,6.00,1170.00,7.00,4.00,22.20,22850.00,80.98,1797.60,400.53,9.26,86.60,0.52,2.29
BadAss 3515-580Kv ,6.00,580.00,10.00,8.00,22.20,10945.00,58.50,1298.80,554.36,9.26,82.90,0.71,2.54
Tempest 2820-840Kv ,6.00,840.00,8.00,6.00,22.20,15597.00,73.36,1628.60,442.10,9.26,88.60,0.57,2.30
BadAss 3515-580Kv ,5.00,580.00,11.00,8.50,18.50,9050.00,58.22,1076.80,668.65,9.26,72.80,0.86,2.54
BadAss 3530-890 ,3.00,890.00,11.00,8.50,11.10,9123.00,99.28,1101.80,653.48,9.26,73.40,0.84,3.12
Cobra C-3525/10 ,6.00,780.00,8.00,6.00,22.20,14776.00,52.80,1172.00,614.33,9.26,84.00,0.79,2.81
Tempest 2820-970Kv ,4.00,970.00,9.00,8.00,14.80,10981.00,82.16,1216.00,592.11,9.26,83.20,0.76,2.30
Cobra C-4120/20 ,6.00,480.00,15.00,8.00,22.20,8156.00,45.26,1004.70,358.32,9.25,61.80,0.92,2.34
Tempest 4130-310Kv ,6.00,310.00,17.00,10.00,22.20,5990.00,41.58,923.10,389.99,9.25,56.70,1.00,2.52
BadAss 4530-550Kv ,5.00,550.00,14.00,10.00,18.50,8986.00,67.75,1253.40,287.22,9.25,85.10,0.74,2.86
Tempest 4120-600Kv ,5.00,600.00,14.00,6.00,18.50,9804.00,51.31,949.30,379.23,9.25,55.70,0.97,2.32
Cobra C-2820/14 ,5.00,840.00,10.00,5.00,18.50,12055.00,60.32,1115.80,645.28,9.25,57.10,0.83,2.32
Cobra C-3525/14 ,5.00,560.00,11.00,8.00,18.50,8548.00,48.06,889.20,809.72,9.25,64.80,1.04,2.81
Cobra C-3520/10 ,5.00,980.00,8.00,6.00,18.50,14837.00,65.94,1219.80,590.26,9.25,84.30,0.76,2.63
Tempest 2826-920Kv ,3.00,920.00,12.00,8.50,11.10,8288.00,79.34,880.80,817.44,9.24,66.70,1.05,2.43
BadAss 2814-1120 ,4.00,1120.00,9.00,4.50,14.80,13961.00,72.34,1070.60,672.52,9.24,59.50,0.86,2.22
Cobra C-4120/14 ,5.00,710.00,10.00,6.00,18.50,11622.00,58.12,1075.20,669.64,9.24,66.00,0.86,2.99
Tempest 3515-1330Kv ,6.00,1330.00,7.00,4.00,22.20,24054.00,76.94,1707.80,421.60,9.24,91.10,0.54,2.44
BadAss 2826-690 ,5.00,690.00,10.00,8.00,18.50,10850.00,64.76,1198.20,600.90,9.24,82.20,0.77,2.49
BadAss 3515-710 ,5.00,710.00,10.00,5.80,18.50,11443.00,51.34,949.60,758.21,9.24,62.80,0.97,2.51
Tempest 2820-840Kv ,4.00,840.00,10.00,7.00,14.80,9906.00,68.80,1018.20,707.13,9.24,65.70,0.91,2.30
Tempest 3515-950Kv ,5.00,950.00,8.00,6.00,18.50,14976.00,67.38,1246.60,577.57,9.23,85.10,0.74,2.44
Tempest 4120-600Kv ,6.00,600.00,12.00,6.00,22.20,11680.00,60.78,1349.30,266.81,9.23,66.40,0.68,2.32
Cobra C-3525/12 ,5.00,650.00,11.00,10.00,18.50,9247.00,82.14,1519.60,473.81,9.23,87.60,0.61,2.81
Cobra C-3525/10 ,5.00,780.00,10.00,5.00,18.50,12078.00,57.04,1055.00,682.46,9.23,57.20,0.88,2.81
Cobra C-3520/12 ,3.00,820.00,12.00,8.00,11.10,6841.00,72.46,804.40,895.08,9.23,51.80,1.15,2.65
Tempest 2814-1400Kv ,6.00,1400.00,6.00,4.30,22.20,25686.00,85.54,1899.00,379.15,9.23,104.60,0.49,2.18
BadAss 2826-690 ,4.00,690.00,12.00,10.00,14.80,8071.00,84.66,1253.00,574.62,9.23,76.40,0.74,2.49
BadAss 3515-580Kv ,6.00,580.00,10.00,7.00,22.20,11145.00,50.70,1125.40,639.77,9.23,73.90,0.82,2.54
BadAss 3515-580Kv ,5.00,580.00,11.00,7.00,18.50,9289.00,48.94,905.40,795.23,9.22,61.60,1.02,2.54
BadAss 3515-710 ,4.00,710.00,12.00,8.00,14.80,8442.00,76.12,1126.60,639.09,9.22,64.00,0.82,2.51
BadAss 2315-1630Kv ,5.00,1630.00,6.00,4.50,18.50,25930.00,93.68,1732.80,415.51,9.22,110.50,0.53,2.11
BadAss 4520-540Kv ,4.00,540.00,17.00,12.00,14.80,5929.00,77.83,1151.90,312.53,9.21,67.40,0.80,2.57
Tempest 4130-540Kv ,4.00,540.00,16.00,8.00,14.80,6822.00,62.96,931.70,386.39,9.21,51.70,0.99,2.54
BadAss 3520-650Kv ,4.00,650.00,12.00,8.00,14.80,8558.00,75.24,1113.60,646.55,9.21,64.80,0.83,2.71
Tempest 3520-550Kv ,5.00,550.00,11.00,8.00,18.50,8591.00,50.00,924.80,778.55,9.20,65.10,1.00,2.60
BadAss 4520-830Kv ,6.00,830.00,10.00,5.00,22.20,16350.00,62.13,1379.20,261.02,9.20,77.40,0.67,2.57
Tempest 4130-400Kv ,6.00,400.00,14.00,7.00,22.20,8023.00,40.19,892.20,403.50,9.20,53.20,1.03,2.53
BadAss 3520-650Kv ,4.00,650.00,12.00,12.00,14.80,8139.00,103.84,1536.80,468.51,9.20,92.50,0.60,2.71
Tempest 2820-1460Kv ,4.00,1460.00,8.00,4.00,14.80,17435.00,100.14,1482.20,485.76,9.19,66.00,0.62,2.30
Cobra C-3520/10 ,4.00,980.00,10.00,7.00,14.80,11047.00,85.12,1259.80,571.52,9.19,73.20,0.73,2.63
BadAss 3520-650Kv ,6.00,650.00,11.00,8.00,22.20,12225.00,62.42,1385.60,259.82,9.19,92.60,0.66,2.21
BadAss 3515-710 ,4.00,710.00,11.00,7.00,14.80,8843.00,59.28,877.40,820.61,9.19,58.60,1.05,2.51
BadAss 2826-690 ,4.00,690.00,11.00,8.00,14.80,8603.00,62.46,924.20,779.05,9.19,65.20,0.99,2.49
Tempest 4120-830Kv ,4.00,830.00,9.00,7.00,14.80,11816.00,74.78,1106.80,650.52,9.19,78.30,0.83,2.93
BadAss 2826-1360 ,4.00,1360.00,8.00,4.00,14.80,17825.00,97.32,1440.40,499.86,9.19,67.50,0.64,2.52
Tempest 4120-830Kv ,4.00,830.00,13.00,5.50,14.80,10920.00,71.27,1054.80,341.30,9.18,56.90,0.87,2.32
BadAss 3530-470 ,4.00,470.00,14.00,10.00,14.80,6298.00,47.92,709.00,1015.51,9.18,59.60,1.30,3.08
BadAss 3530-700 ,6.00,700.00,11.00,7.00,22.20,13212.00,73.94,1641.40,219.32,9.18,87.60,0.56,2.40
Cobra C-4120/18 ,4.00,540.00,14.00,12.00,14.80,6227.00,89.76,1328.60,541.92,9.18,70.80,0.69,2.98
Tempest 4120-600Kv ,4.00,600.00,12.00,10.00,14.80,7981.00,78.72,1165.00,618.03,9.18,75.60,0.79,2.93
Cobra C-4120/22 ,4.00,430.00,16.00,12.00,14.80,4890.00,72.32,1070.40,672.65,9.18,55.60,0.86,2.98
Tempest 2814-1700Kv ,5.00,1700.00,6.00,4.30,18.50,25475.00,103.94,1923.00,374.41,9.17,103.70,0.48,2.18
Tempest 2826-1470Kv ,5.00,1470.00,7.00,4.00,18.50,22636.00,95.24,1761.80,408.67,9.17,85.70,0.52,2.44
Cobra C-4120/14 ,4.00,710.00,11.00,8.50,14.80,8964.00,72.00,1065.60,675.68,9.17,72.20,0.86,2.99
BadAss 3530-700 ,5.00,700.00,13.00,6.50,18.50,10326.00,88.29,1633.40,220.40,9.17,63.60,0.56,2.40
BadAss 3520-560 ,6.00,560.00,10.00,8.00,22.20,10968.00,59.24,1315.00,547.53,9.17,83.10,0.70,2.71
BadAss 3520-560 ,4.00,560.00,13.00,8.00,14.80,7214.00,56.14,831.00,866.43,9.17,54.70,1.10,2.71
BadAss 2814-980Kv ,3.00,980.00,13.00,10.00,11.10,7035.00,90.96,1009.80,713.01,9.16,66.60,0.91,2.22
BadAss 3515-710 ,3.00,710.00,14.00,8.50,11.10,6278.00,68.66,762.20,944.63,9.16,50.50,1.20,2.51
BadAss 4530-440Kv ,4.00,440.00,16.00,10.00,14.80,5737.00,52.28,773.80,465.24,9.16,54.30,1.18,2.87
BadAss 2814-870 ,4.00,870.00,11.00,8.00,14.80,9828.00,68.42,1012.60,711.04,9.16,74.50,0.90,2.21
BadAss 4520-830Kv ,4.00,830.00,13.00,6.50,14.80,10199.00,95.84,1418.50,253.79,9.16,62.80,0.65,2.57
BadAss 4530-730Kv ,4.00,730.00,13.00,8.00,14.80,9789.00,88.17,1304.90,275.88,9.16,74.20,0.70,2.87
BadAss 3515-710 ,3.00,710.00,14.00,10.00,11.10,6303.00,69.22,768.40,937.01,9.15,59.70,1.19,2.51
BadAss 3520-650Kv ,5.00,650.00,10.00,8.00,18.50,10897.00,70.04,1295.80,555.64,9.15,82.60,0.71,2.71
Cobra C-3520/18 ,4.00,550.00,14.00,10.00,14.80,6252.00,48.96,724.60,993.65,9.15,59.20,1.26,2.65
Tempest 2820-1170Kv ,3.00,1170.00,10.00,7.00,11.10,9892.00,95.28,1057.60,680.79,9.14,65.60,0.86,2.29
Cobra C-4130/16 ,5.00,390.00,16.00,10.00,18.50,5670.00,41.12,760.80,473.19,9.14,53.70,1.20,2.57
BadAss 4520-660Kv ,5.00,660.00,13.00,5.50,18.50,10829.00,54.17,1002.20,359.21,9.14,56.40,0.91,2.57
Tempest 3515-950Kv ,4.00,950.00,9.00,7.00,14.80,11599.00,74.22,1098.40,655.50,9.14,76.90,0.83,2.44
Cobra C-3515/14 ,4.00,950.00,10.00,7.00,14.80,10698.00,69.36,1026.60,701.34,9.14,70.90,0.89,2.48
BadAss 3530-650Kv ,6.00,570.00,13.00,6.50,22.20,10186.00,59.36,1317.70,273.20,9.13,62.70,0.69,2.40
BadAss 3530-700 ,5.00,700.00,12.00,6.00,18.50,11291.00,59.68,1104.10,326.06,9.13,64.20,0.83,2.40
BadAss 4520-830Kv ,4.00,830.00,10.00,8.00,14.80,11085.00,93.80,1388.00,518.73,9.13,84.00,0.66,3.44
BadAss 4520-540Kv ,5.00,540.00,15.00,7.00,18.50,8230.00,45.97,850.50,423.28,9.13,54.60,1.07,2.57
BadAss 3530-890 ,3.00,890.00,15.00,7.00,11.10,8362.00,81.99,910.10,395.56,9.13,55.40,1.00,2.41
Cobra CP-2814-1050 ,3.00,1050.00,11.00,5.50,11.10,9707.00,79.98,887.80,810.99,9.12,50.60,1.03,2.23
Cobra C-3525/10 ,4.00,780.00,11.00,8.00,14.80,9196.00,72.36,1071.00,672.27,9.12,69.70,0.85,2.81
BadAss 4520-540Kv ,5.00,540.00,15.00,8.00,18.50,8128.00,50.29,930.30,386.97,9.12,61.60,0.98,2.57
BadAss 3520-970 ,3.00,970.00,11.00,7.00,11.10,9318.00,85.62,950.40,757.58,9.12,61.80,0.96,2.69
Cobra C-4130/12 ,5.00,540.00,14.00,7.00,18.50,8011.00,48.03,888.60,405.13,9.11,53.10,1.03,2.58
BadAss 3515-710 ,5.00,710.00,10.00,7.00,18.50,11125.00,62.30,1152.40,624.78,9.11,73.70,0.79,2.51
Tempest 2814-1700Kv ,5.00,1700.00,6.00,4.50,18.50,25968.00,95.38,1764.60,408.02,9.11,110.70,0.52,2.18
Cobra C-2826/12 ,4.00,760.00,12.00,10.00,14.80,7727.00,80.32,1188.80,605.65,9.11,73.20,0.77,2.45
Cobra CP-2814-1050 ,4.00,1050.00,9.00,4.50,14.80,13835.00,69.98,1035.80,695.11,9.11,59.00,0.88,2.23
Tempest 4120-830Kv ,5.00,830.00,10.00,7.00,18.50,13820.00,73.32,1356.30,265.43,9.11,91.60,0.67,2.32
BadAss 3520-560 ,6.00,560.00,10.00,7.00,22.20,11137.00,51.98,1153.80,624.02,9.11,73.80,0.79,2.71
Tempest 2820-1460Kv ,5.00,1460.00,7.00,4.00,18.50,22495.00,94.52,1748.80,411.71,9.11,85.20,0.52,2.30
Tempest 2820-840Kv ,4.00,840.00,11.00,8.50,14.80,9049.00,87.60,1296.40,555.38,9.11,72.80,0.70,2.30
Tempest 3520-550Kv ,4.00,550.00,12.00,8.00,14.80,6773.00,52.08,770.80,934.09,9.11,51.30,1.18,2.60
BadAss 2814-1120 ,3.00,1120.00,11.00,5.50,11.10,9723.00,83.72,929.40,774.69,9.11,50.60,0.98,2.22
BadAss 2814-980Kv ,6.00,980.00,8.00,4.00,22.20,17720.00,64.10,1423.20,505.90,9.10,67.10,0.64,2.22
BadAss 2826-1030 ,3.00,1030.00,11.00,8.00,11.10,9315.00,98.82,1097.00,656.34,9.10,70.60,0.83,2.50
BadAss 2814-870 ,4.00,870.00,10.00,7.00,14.80,9409.00,68.12,1008.20,714.14,9.10,62.40,0.90,2.21
Tempest 2826-920Kv ,4.00,920.00,10.00,5.00,14.80,11883.00,67.78,1003.00,717.85,9.10,56.30,0.91,2.43
BadAss 3530-700 ,6.00,700.00,11.00,5.50,22.20,13614.00,61.72,1370.20,262.74,9.10,70.90,0.66,2.40
Tempest 3515-950Kv ,4.00,950.00,10.00,7.00,14.80,11043.00,82.96,1227.80,586.41,9.10,73.20,0.74,2.44
Cobra C-3520/12 ,4.00,820.00,10.00,7.00,14.80,9768.00,61.52,910.40,790.86,9.10,64.80,1.00,2.65
Cobra C-2826/10 ,4.00,930.00,10.00,5.00,14.80,11463.00,61.38,908.40,792.60,9.10,54.30,1.00,2.45
BadAss 3515-940 ,3.00,940.00,11.00,8.00,11.10,8540.00,85.28,946.60,760.62,9.10,64.70,0.96,2.52
BadAss 2820-1080 ,3.00,1080.00,11.00,8.00,11.10,9818.00,87.04,966.20,745.19,9.10,74.40,0.94,2.35
Cobra C-2826/10 ,5.00,930.00,8.00,6.00,18.50,14513.00,60.92,1127.00,638.86,9.09,82.50,0.81,2.45
