Motor, Cells, kV, Propeller Diameter (inches), Propeller Pitch (inches), Voltage (V), RPMs, Current (A), Power Consumption (W), Wh Flight time (Seconds), Thrust (lbs), Pitch Speed (ft/s), Efficiency = ((thrust/watt)*100), Estimated System Weight (lbs)
Cobra C-3525/10 ,5.00,780.00,11.00,5.50,18.50,11458.00,82.94,1534.20,469.30,13.33,59.70,0.87,2.81
Cobra C-4120/16 ,4.00,610.00,14.00,10.00,14.80,7433.00,84.66,1253.00,574.62,13.33,70.40,1.06,2.98
Cobra C-2826/10 ,5.00,930.00,10.00,5.00,18.50,13650.00,85.14,1575.00,457.14,13.32,64.60,0.85,2.45
BadAss 3520-650Kv ,5.00,650.00,11.00,7.00,18.50,10697.00,84.16,1557.00,462.43,13.32,70.90,0.86,2.71
Cobra C-4120/12 ,4.00,850.00,11.00,7.00,14.80,10438.00,100.50,1487.40,484.07,13.32,69.20,0.90,2.99
BadAss 3515-580Kv ,5.00,580.00,13.00,8.00,18.50,8430.00,82.40,1524.40,472.32,13.31,63.90,0.87,2.54
Cobra C-5320/18 ,6.00,370.00,18.00,10.00,22.20,6687.00,63.51,1409.90,255.34,13.31,63.30,0.94,2.78
BadAss 3530-650Kv ,6.00,570.00,15.00,7.00,22.20,9863.00,73.65,1635.10,220.17,13.30,65.40,0.81,2.40
BadAss 3530-470 ,5.00,470.00,14.00,10.00,18.50,7526.00,69.32,1282.40,561.45,13.30,71.30,1.04,3.08
BadAss 2820-780 ,6.00,780.00,10.00,6.00,22.20,13852.00,92.62,2056.20,350.16,13.29,78.70,0.65,2.36
BadAss 4530-440Kv ,6.00,440.00,16.00,10.00,22.20,7986.00,102.49,2275.30,158.22,13.29,75.60,0.58,2.87
BadAss 3515-710 ,5.00,710.00,11.00,8.00,18.50,10315.00,91.54,1693.60,425.13,13.28,78.10,0.78,2.51
BadAss 4530-270Kv ,6.00,270.00,21.00,14.00,22.20,4845.00,51.27,1138.20,316.29,13.27,64.20,1.17,2.87
Tempest 4130-690Kv ,5.00,690.00,11.00,5.50,18.50,11765.00,82.88,1533.20,469.61,13.27,61.30,0.87,3.39
Cobra C-4130/12 ,6.00,540.00,12.00,8.00,22.20,10073.00,86.92,1929.80,373.10,13.26,76.30,0.69,3.46
Tempest 4120-700Kv ,5.00,700.00,11.00,5.50,18.50,11607.00,84.08,1555.40,462.90,13.26,60.50,0.85,2.93
BadAss 2820-780 ,4.00,780.00,13.00,6.50,14.80,8534.00,98.36,1455.80,494.57,13.26,52.50,0.91,2.36
Tempest 4120-520Kv ,5.00,520.00,13.00,6.50,18.50,8570.00,71.70,1326.40,542.82,13.25,52.80,1.00,2.94
BadAss 4530-360Kv ,6.00,360.00,18.00,10.00,22.20,6640.00,58.95,1308.70,275.08,13.25,62.90,1.01,2.86
BadAss 3530-700 ,4.00,700.00,12.00,6.50,14.80,9318.00,89.84,1329.80,541.43,13.24,57.40,1.00,3.10
BadAss 3520-650Kv ,4.00,650.00,12.00,8.00,14.80,8277.00,93.36,1381.60,521.13,13.23,62.70,0.96,2.71
Cobra C-4120/22 ,5.00,430.00,15.00,10.00,18.50,6303.00,72.70,1344.80,535.40,13.22,59.70,0.98,2.98
BadAss 3515-710 ,5.00,710.00,11.00,7.00,18.50,10533.00,83.90,1552.00,463.92,13.22,69.80,0.85,2.51
BadAss 4530-440Kv ,4.00,440.00,20.00,10.00,14.80,5405.00,78.03,1154.90,311.72,13.22,51.20,1.14,2.87
BadAss 4520-540Kv ,5.00,540.00,16.00,8.00,18.50,7651.00,78.02,1443.40,249.41,13.22,58.00,0.92,2.57
BadAss 4520-540Kv ,6.00,540.00,14.00,7.00,22.20,9479.00,70.68,1569.10,229.43,13.20,62.80,0.84,2.57
Tempest 4130-690Kv ,6.00,690.00,10.00,5.00,22.20,14183.00,77.58,1722.40,418.02,13.20,67.20,0.77,3.39
BadAss 3530-470 ,5.00,470.00,14.00,7.00,18.50,7632.00,64.56,1194.40,602.81,13.20,50.60,1.11,3.08
Tempest 2820-970Kv ,5.00,970.00,10.00,5.00,18.50,13814.00,93.86,1736.40,414.65,13.19,65.40,0.76,2.30
BadAss 3530-470 ,5.00,470.00,13.00,8.00,18.50,7604.00,65.30,1208.20,595.93,13.19,57.60,1.09,3.08
Cobra C-4120/16 ,5.00,610.00,12.00,6.00,18.50,9763.00,70.68,1307.80,550.54,13.19,55.50,1.01,2.98
Cobra C-3525/12 ,6.00,650.00,10.00,7.00,22.20,11698.00,70.00,1554.20,463.26,13.18,77.50,0.85,2.81
BadAss 3530-700 ,6.00,700.00,10.00,6.00,22.20,14137.00,93.26,2070.60,347.73,13.18,80.30,0.64,3.10
BadAss 3520-560 ,6.00,560.00,12.00,8.00,22.20,10199.00,94.18,2090.60,344.40,13.18,77.30,0.63,2.71
BadAss 2820-1080 ,5.00,1080.00,9.00,4.50,18.50,16703.00,103.56,1916.00,375.78,13.18,71.20,0.69,2.35
Cobra C-4130/16 ,6.00,390.00,13.00,8.00,22.20,7494.00,51.08,1134.00,634.92,13.18,56.80,1.16,3.45
BadAss 2826-690 ,4.00,690.00,14.00,10.00,14.80,7626.00,101.32,1499.40,480.19,13.18,72.20,0.88,2.49
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9671.00,100.12,1481.80,485.90,13.17,54.90,0.89,2.48
Cobra C-3525/12 ,6.00,650.00,11.00,8.50,22.20,10863.00,99.46,2208.20,326.06,13.17,87.40,0.60,2.81
Cobra C-2826/8 ,5.00,1130.00,9.00,4.50,18.50,16244.00,103.20,1909.20,377.12,13.16,69.20,0.69,2.45
BadAss 4520-830Kv ,5.00,830.00,10.00,5.00,18.50,14016.00,90.84,1680.40,428.47,13.16,66.40,0.78,3.44
Cobra C-4120/18 ,5.00,540.00,13.00,6.50,18.50,8418.00,69.22,1280.80,562.15,13.16,51.80,1.03,2.98
Cobra C-5330/18 ,6.00,250.00,21.00,12.00,22.20,4791.00,50.29,1116.48,322.44,13.16,54.40,1.18,3.13
Cobra C-4130/14 ,6.00,450.00,13.00,10.00,22.20,8157.00,91.44,2030.20,354.64,13.15,77.20,0.65,3.46
Tempest 4120-520Kv ,6.00,520.00,12.00,8.00,22.20,10130.00,89.66,1990.40,361.74,13.15,76.70,0.66,2.94
BadAss 4530-440Kv ,4.00,440.00,20.00,11.00,14.80,5341.00,82.39,1219.30,295.25,13.15,55.60,1.08,2.87
BadAss 2820-910Kv ,4.00,910.00,12.00,6.00,14.80,9894.00,102.58,1518.00,474.31,13.14,56.20,0.87,2.35
BadAss 4530-440Kv ,6.00,440.00,16.00,8.00,22.20,8125.00,93.09,2066.50,174.21,13.14,61.60,0.64,2.87
BadAss 3515-580Kv ,6.00,580.00,12.00,8.00,22.20,10003.00,93.00,2064.40,348.77,13.14,75.80,0.64,2.54
Cobra C-4120/16 ,4.00,610.00,13.00,8.00,14.80,7511.00,80.98,1198.60,600.70,13.12,56.90,1.09,2.98
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9757.00,94.46,1398.00,515.02,13.12,55.40,0.94,2.70
Tempest 4130-540Kv ,4.00,540.00,14.00,10.00,14.80,7210.00,84.60,1252.00,575.08,13.10,68.30,1.05,3.38
Cobra C-3525/18 ,6.00,430.00,14.00,10.00,22.20,7435.00,57.16,1268.80,567.47,13.10,70.40,1.03,2.81
BadAss 4530-550Kv ,6.00,550.00,13.00,8.00,22.20,10660.00,78.40,1740.40,206.85,13.10,80.80,0.75,2.86
Cobra C-5320/22 ,6.00,300.00,20.00,11.00,22.20,5410.00,57.52,1276.80,281.95,13.10,56.40,1.03,2.78
BadAss 3530-700 ,5.00,700.00,10.00,7.00,18.50,11826.00,85.92,1589.40,453.00,13.09,78.40,0.82,3.10
Cobra C-3520/10 ,5.00,980.00,9.00,7.00,18.50,13638.00,99.88,1847.80,389.65,13.09,90.40,0.71,2.63
BadAss 4520-660Kv ,5.00,660.00,11.00,7.00,18.50,11023.00,91.42,1691.40,425.68,13.09,73.10,0.77,3.44
BadAss 3520-560 ,5.00,560.00,13.00,8.00,18.50,8545.00,83.44,1543.60,466.44,13.08,64.70,0.85,2.71
Cobra C-4120/20 ,6.00,480.00,13.00,10.00,22.20,8146.00,92.26,2048.00,351.56,13.07,77.10,0.64,2.98
BadAss 4530-360Kv ,6.00,360.00,16.00,10.00,22.20,6812.00,59.81,1327.80,271.13,13.07,64.50,0.98,2.86
Cobra C-3525/12 ,6.00,650.00,11.00,8.00,22.20,11052.00,92.52,2054.20,350.50,13.06,83.70,0.64,2.81
Cobra C-3520/18 ,5.00,550.00,14.00,8.50,18.50,7319.00,68.48,1267.00,568.27,13.06,58.90,1.03,2.65
Tempest 4120-700Kv ,6.00,700.00,9.00,7.00,22.20,14039.00,82.28,1826.60,394.17,13.06,93.10,0.71,2.93
Cobra C-5320/22 ,6.00,300.00,16.00,12.00,22.20,5785.00,74.14,1645.80,437.48,13.04,65.70,0.79,3.86
BadAss 4530-550Kv ,5.00,550.00,14.00,9.00,18.50,8767.00,82.93,1534.30,234.63,13.04,74.70,0.85,2.86
Cobra C-4120/18 ,4.00,540.00,15.00,10.00,14.80,6228.00,89.48,1324.40,543.64,13.04,59.00,0.98,2.98
Cobra C-4130/16 ,5.00,390.00,14.00,9.00,18.50,6123.00,54.32,1004.80,716.56,13.04,52.20,1.30,3.45
Cobra C-3520/14 ,4.00,700.00,14.00,8.50,14.80,7296.00,87.84,1300.20,553.76,13.03,58.70,1.00,2.65
BadAss 4530-550Kv ,4.00,550.00,18.00,8.00,14.80,6892.00,82.45,1220.30,295.01,13.02,52.20,1.07,2.86
BadAss 4520-470Kv ,5.00,470.00,18.00,10.00,18.50,6603.00,72.87,1348.20,267.02,13.02,62.50,0.97,2.57
BadAss 3520-560 ,4.00,560.00,15.00,10.00,14.80,6328.00,100.48,1487.00,484.20,13.02,59.90,0.88,2.71
BadAss 3520-650Kv ,4.00,650.00,13.00,10.00,14.80,8249.00,93.28,1380.60,521.51,13.01,78.10,0.94,2.71
BadAss 3515-580Kv ,5.00,580.00,13.00,7.00,18.50,8878.00,65.50,1211.80,594.16,12.99,58.90,1.07,2.54
Tempest 2826-920Kv ,6.00,920.00,8.00,6.00,22.20,17423.00,92.72,2058.40,349.79,12.99,99.00,0.63,2.43
BadAss 3530-700 ,6.00,700.00,10.00,5.80,22.20,14287.00,91.78,2037.60,353.36,12.98,78.50,0.64,3.10
Cobra C-4120/18 ,6.00,540.00,12.00,8.00,22.20,9897.00,84.74,1881.40,382.69,12.98,75.00,0.69,2.98
Cobra C-4130/20 ,6.00,300.00,21.00,14.00,22.20,4733.00,51.27,1138.30,316.26,12.98,62.70,1.14,2.57
BadAss 2814-980Kv ,6.00,980.00,9.00,4.50,22.20,16437.00,89.54,1987.60,362.25,12.98,70.00,0.65,2.22
Cobra C-4120/18 ,5.00,540.00,13.00,8.00,18.50,8306.00,75.22,1391.40,517.46,12.98,62.90,0.93,2.98
Tempest 4130-460Kv ,6.00,460.00,14.00,9.00,22.20,8741.00,70.96,1575.20,228.54,12.97,74.50,0.82,2.54
BadAss 4520-540Kv ,5.00,540.00,13.00,8.00,18.50,8371.00,75.52,1397.00,515.39,12.97,63.40,0.93,3.44
Tempest 4130-400Kv ,6.00,400.00,16.00,8.00,22.20,7578.00,61.00,1354.10,265.86,12.97,57.40,0.96,2.53
BadAss 2826-690 ,5.00,690.00,11.00,8.00,18.50,10212.00,87.40,1616.80,445.32,12.96,77.40,0.80,2.49
Cobra C-3520/14 ,4.00,700.00,13.00,8.00,14.80,7454.00,85.20,1261.00,570.98,12.96,56.50,1.03,2.65
BadAss 2820-910Kv ,4.00,910.00,12.00,6.00,14.80,9925.00,102.96,1523.80,472.50,12.96,56.40,0.85,2.35
Cobra C-4120/14 ,6.00,710.00,10.00,7.00,22.20,13083.00,94.18,2090.60,344.40,12.95,86.70,0.62,2.99
Cobra C-2826/10 ,6.00,930.00,9.00,4.50,22.20,16060.00,80.02,1776.60,405.27,12.95,68.40,0.73,2.45
Cobra C-4120/14 ,5.00,710.00,11.00,5.50,18.50,11287.00,76.50,1415.20,508.76,12.94,58.80,0.91,2.99
Cobra C-3525/12 ,5.00,650.00,12.00,6.00,18.50,9509.00,72.34,1338.40,537.96,12.94,54.00,0.97,2.81
Tempest 4130-460Kv ,6.00,460.00,12.00,6.00,22.20,9620.00,59.64,1323.80,543.89,12.93,54.70,0.98,3.38
Cobra C-3525/18 ,6.00,430.00,13.00,8.00,22.20,7542.00,53.58,1189.40,605.35,12.93,57.10,1.09,2.81
Tempest 4130-460Kv ,4.00,460.00,14.00,9.00,14.80,6273.00,74.44,1101.80,653.48,12.93,53.50,1.17,3.38
BadAss 4530-360Kv ,6.00,360.00,18.00,8.00,22.20,6900.00,52.56,1166.80,308.54,12.93,52.30,1.11,2.86
Cobra C-4130/12 ,5.00,540.00,13.00,8.00,18.50,8363.00,74.76,1383.20,520.53,12.93,63.40,0.93,3.46
BadAss 4520-540Kv ,6.00,540.00,12.00,8.00,22.20,9941.00,86.36,1917.00,375.59,12.92,75.30,0.67,3.44
BadAss 3520-560 ,5.00,560.00,13.00,6.50,18.50,8681.00,77.22,1428.40,504.06,12.92,53.40,0.90,2.71
Tempest 4130-460Kv ,4.00,460.00,15.00,12.00,14.80,6259.00,74.22,1098.40,655.50,12.92,71.10,1.18,3.38
BadAss 4530-550Kv ,6.00,550.00,14.00,7.00,22.20,10355.00,101.31,2249.20,160.06,12.92,68.60,0.57,2.86
BadAss 2826-690 ,5.00,690.00,11.00,7.00,18.50,10428.00,79.78,1475.80,487.87,12.91,69.10,0.87,2.49
Cobra C-3525/12 ,4.00,650.00,14.00,8.50,14.80,7282.00,82.02,1213.80,593.18,12.91,58.60,1.06,2.81
BadAss 4520-660Kv ,4.00,660.00,17.00,7.00,14.80,7944.00,89.74,1328.20,271.04,12.90,52.70,0.97,2.57
Tempest 4120-600Kv ,5.00,600.00,11.00,8.00,18.50,10117.00,79.60,1472.80,488.86,12.90,76.60,0.88,2.93
Tempest 4130-540Kv ,6.00,540.00,11.00,8.50,22.20,10861.00,88.44,1963.40,366.71,12.89,87.40,0.66,3.38
BadAss 3530-650Kv ,5.00,570.00,13.00,7.00,18.50,9120.00,64.36,1190.80,604.64,12.88,60.50,1.08,3.11
Cobra C-3525/14 ,5.00,560.00,12.00,8.00,18.50,8028.00,68.36,1264.40,569.44,12.87,60.80,1.02,2.81
Tempest 4120-830Kv ,4.00,830.00,11.00,5.50,14.80,11488.00,102.30,1514.00,475.56,12.87,59.80,0.85,2.93
BadAss 2820-910Kv ,5.00,910.00,10.00,5.80,18.50,13217.00,94.02,1739.40,413.94,12.85,72.60,0.74,2.35
BadAss 4520-830Kv ,5.00,830.00,9.00,7.00,18.50,13917.00,98.94,1830.40,393.36,12.84,92.30,0.70,3.44
BadAss 2826-1030 ,5.00,1030.00,9.00,4.50,18.50,16413.00,94.88,1755.40,410.16,12.84,69.90,0.73,2.50
Cobra C-3515/14 ,6.00,950.00,9.00,4.50,22.20,16041.00,79.34,1761.40,408.77,12.82,68.40,0.73,2.48
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9825.00,95.40,1412.00,509.92,12.81,55.80,0.91,2.48
BadAss 2820-780 ,5.00,780.00,11.00,8.00,18.50,11480.00,86.90,1607.80,447.82,12.80,87.00,0.80,2.36
Cobra C-3520/12 ,5.00,820.00,10.00,7.00,18.50,11516.00,84.72,1567.20,459.42,12.79,76.30,0.82,2.65
BadAss 4530-550Kv ,4.00,550.00,14.00,10.00,14.80,7351.00,88.68,1312.60,548.53,12.78,69.60,0.97,4.03
BadAss 4530-730Kv ,4.00,730.00,15.00,7.00,14.80,9605.00,102.57,1518.10,237.14,12.78,63.70,0.84,2.87
BadAss 4530-550Kv ,4.00,550.00,16.00,10.00,14.80,6754.00,91.65,1356.50,265.39,12.77,64.00,0.94,2.86
BadAss 3515-710 ,4.00,710.00,12.00,8.00,14.80,8025.00,92.38,1367.40,526.55,12.77,60.80,0.93,2.51
Cobra C-3520/18 ,5.00,550.00,14.00,10.00,18.50,7334.00,68.76,1272.00,566.04,12.77,69.50,1.00,2.65
BadAss 2820-780 ,5.00,780.00,10.00,7.00,18.50,11004.00,85.56,1582.80,454.89,12.76,72.90,0.81,2.36
Cobra C-5330/18 ,6.00,250.00,21.00,14.00,22.20,4831.00,48.19,1069.73,336.53,12.75,64.00,1.19,3.13
BadAss 4520-470Kv ,6.00,470.00,16.00,7.00,22.20,8271.00,61.67,1369.10,262.95,12.74,54.80,0.93,2.57
BadAss 2820-780 ,6.00,780.00,10.00,5.00,22.20,14188.00,83.80,1860.40,387.01,12.74,67.20,0.68,2.36
BadAss 3515-580Kv ,4.00,580.00,15.00,10.00,14.80,6151.00,94.20,1394.20,516.43,12.74,58.20,0.91,2.54
Cobra C-3520/18 ,6.00,550.00,12.00,6.00,22.20,9405.00,56.86,1262.40,570.34,12.74,53.40,1.01,2.65
Cobra C-5320/18 ,6.00,370.00,18.00,8.00,22.20,6934.00,52.62,1168.30,308.14,12.74,52.50,1.09,2.78
Tempest 4130-540Kv ,5.00,540.00,16.00,7.00,18.50,8372.00,75.86,1403.40,256.52,12.73,55.50,0.91,2.54
BadAss 4520-470Kv ,5.00,470.00,14.00,10.00,18.50,7370.00,62.80,1161.60,619.83,12.73,69.80,1.10,3.43
Cobra C-3525/10 ,5.00,780.00,10.00,7.00,18.50,11509.00,80.86,1495.80,481.35,12.72,76.30,0.85,2.81
BadAss 4520-540Kv ,5.00,540.00,17.00,7.00,18.50,7861.00,68.03,1258.50,286.05,12.71,52.10,1.01,2.57
BadAss 4520-660Kv ,6.00,660.00,10.00,7.00,22.20,13200.00,96.64,2145.20,335.63,12.71,87.50,0.59,3.44
BadAss 3530-650Kv ,5.00,570.00,13.00,6.50,18.50,8808.00,86.28,1596.20,451.07,12.71,54.20,0.80,3.11
Tempest 4130-690Kv ,5.00,690.00,10.00,7.00,18.50,11763.00,84.94,1571.20,458.25,12.70,78.00,0.81,3.39
BadAss 3530-700 ,6.00,700.00,13.00,5.50,22.20,12785.00,85.57,1899.60,189.51,12.70,66.60,0.67,2.40
BadAss 4520-470Kv ,6.00,470.00,15.00,7.00,22.20,8286.00,62.67,1391.30,258.75,12.70,54.90,0.91,2.57
Tempest 4120-520Kv ,6.00,520.00,11.00,7.00,22.20,10503.00,64.84,1439.40,500.21,12.70,69.60,0.88,2.94
Cobra C-4120/14 ,5.00,710.00,11.00,8.00,18.50,10810.00,101.52,1878.20,383.35,12.70,81.90,0.68,2.99
Cobra C-3520/14 ,4.00,700.00,14.00,10.00,14.80,7346.00,88.60,1311.40,549.03,12.69,69.60,0.97,2.65
BadAss 2820-910Kv ,4.00,910.00,12.00,8.50,14.80,9821.00,103.34,1529.40,470.77,12.69,79.10,0.83,2.35
Tempest 3520-550Kv ,6.00,550.00,11.00,8.00,22.20,9940.00,66.22,1470.00,489.80,12.69,75.30,0.86,2.60
Tempest 4130-400Kv ,6.00,400.00,13.00,8.00,22.20,8284.00,58.06,1289.00,558.57,12.69,62.80,0.98,3.37
BadAss 2820-910Kv ,5.00,910.00,10.00,5.00,18.50,13539.00,84.04,1554.60,463.14,12.69,64.10,0.82,2.35
Tempest 4130-460Kv ,4.00,460.00,15.00,10.00,14.80,6200.00,79.18,1171.80,614.44,12.68,58.70,1.08,3.38
BadAss 3520-650Kv ,6.00,650.00,10.00,5.80,22.20,13220.00,71.90,1596.20,451.07,12.67,72.60,0.79,2.71
BadAss 3530-650Kv ,4.00,570.00,14.00,10.00,14.80,7038.00,80.56,1192.20,603.93,12.67,66.60,1.06,3.11
BadAss 4520-540Kv ,6.00,540.00,15.00,7.00,22.20,9548.00,65.94,1463.80,245.94,12.67,63.30,0.87,2.57
BadAss 3530-650Kv ,6.00,570.00,11.00,7.00,22.20,10912.00,69.08,1533.60,469.48,12.66,72.30,0.83,3.11
Tempest 4130-400Kv ,5.00,400.00,15.00,8.00,18.50,6876.00,55.44,1025.60,702.03,12.66,52.10,1.23,3.37
BadAss 3515-710 ,6.00,710.00,10.00,5.80,22.20,13210.00,71.70,1591.80,452.32,12.65,72.60,0.79,2.51
Tempest 4130-540Kv ,5.00,540.00,15.00,7.00,18.50,8320.00,78.24,1447.40,248.72,12.64,55.20,0.87,2.54
BadAss 3520-650Kv ,4.00,650.00,13.00,6.50,14.80,8414.00,85.32,1262.60,570.25,12.64,51.80,1.00,2.71
Cobra C-3525/12 ,5.00,650.00,12.00,6.00,18.50,9637.00,69.14,1279.20,562.85,12.63,54.80,0.99,2.81
Cobra C-3520/18 ,5.00,550.00,13.00,8.00,18.50,7435.00,64.90,1200.60,599.70,12.62,56.30,1.05,2.65
Tempest 4120-700Kv ,6.00,700.00,10.00,6.00,22.20,13894.00,89.38,1984.20,362.87,12.62,78.90,0.64,2.93
BadAss 4530-730Kv ,6.00,730.00,11.00,7.00,22.20,14771.00,96.86,2150.20,167.43,12.62,97.90,0.59,2.87
BadAss 4530-550Kv ,6.00,550.00,14.00,8.50,22.20,10455.00,96.04,2132.00,168.86,12.61,84.20,0.59,2.86
BadAss 3530-470 ,6.00,470.00,12.00,6.00,22.20,9557.00,54.68,1213.80,593.18,12.60,54.30,1.04,3.08
BadAss 2826-820Kv ,4.00,820.00,12.00,6.00,14.80,9822.00,95.12,1407.80,511.44,12.60,55.80,0.90,2.48
Tempest 4120-600Kv ,5.00,600.00,12.00,8.00,18.50,9850.00,99.82,1846.40,389.95,12.60,74.60,0.68,2.93
Cobra C-3525/10 ,6.00,780.00,10.00,6.00,22.20,13722.00,88.76,1970.40,365.41,12.59,78.00,0.64,2.81
Cobra C-3525/14 ,4.00,560.00,14.00,9.00,14.80,6129.00,73.30,1084.80,663.72,12.59,52.20,1.16,2.81
BadAss 3515-580Kv ,6.00,580.00,11.00,7.00,22.20,10704.00,67.92,1507.60,477.58,12.59,71.00,0.83,2.54
Cobra C-4130/16 ,5.00,390.00,15.00,10.00,18.50,6034.00,59.54,1101.40,653.71,12.57,57.10,1.14,3.45
BadAss 2820-780 ,4.00,780.00,13.00,7.00,14.80,8980.00,83.98,1242.80,579.34,12.57,59.50,1.01,2.36
Cobra C-3525/12 ,4.00,650.00,14.00,10.00,14.80,7294.00,81.90,1212.20,593.96,12.57,69.10,1.04,2.81
BadAss 4530-550Kv ,6.00,550.00,14.00,10.00,22.20,10407.00,98.28,2181.80,165.00,12.56,98.60,0.58,2.86
BadAss 2826-690 ,5.00,690.00,12.00,8.00,18.50,9821.00,102.18,1890.20,380.91,12.55,74.40,0.66,2.49
BadAss 4520-540Kv ,4.00,540.00,19.00,10.00,14.80,5909.00,81.45,1205.50,298.63,12.55,56.00,1.04,2.57
Tempest 4130-400Kv ,6.00,400.00,17.00,7.00,22.20,7790.00,53.97,1198.20,300.45,12.55,51.60,1.05,2.53
BadAss 4520-660Kv ,5.00,660.00,11.00,8.00,18.50,10884.00,102.36,1893.80,380.19,12.54,82.50,0.66,3.44
BadAss 2826-690 ,4.00,690.00,12.00,8.00,14.80,7955.00,87.96,1301.80,553.08,12.54,60.30,0.96,2.49
BadAss 3530-650Kv ,6.00,570.00,11.00,8.50,22.20,10666.00,85.24,1892.40,380.47,12.53,85.90,0.66,3.11
Tempest 2826-920Kv ,5.00,920.00,10.00,5.00,18.50,13947.00,100.48,1859.00,387.31,12.53,66.00,0.67,2.43
Cobra C-3525/18 ,5.00,430.00,14.00,9.00,18.50,6078.00,56.16,1039.00,692.97,12.53,51.80,1.21,2.81
Tempest 2820-970Kv ,6.00,970.00,8.00,6.00,22.20,17216.00,91.14,2023.20,355.87,12.53,97.80,0.62,2.30
Cobra C-3525/10 ,3.00,780.00,14.00,9.00,11.10,6121.00,101.74,1129.40,637.51,12.53,52.20,1.11,2.81
BadAss 3520-650Kv ,4.00,650.00,13.00,8.00,14.80,8308.00,92.72,1372.20,524.70,12.52,62.90,0.91,2.71
BadAss 4520-470Kv ,5.00,470.00,18.00,8.00,18.50,6804.00,62.60,1158.00,310.88,12.52,51.50,1.08,2.57
BadAss 2820-780 ,4.00,780.00,12.00,6.50,14.80,8905.00,86.04,1273.40,565.42,12.52,54.80,0.98,2.36
BadAss 3530-700 ,6.00,700.00,10.00,5.00,22.20,14336.00,83.14,1845.80,390.07,12.51,67.90,0.68,3.10
Tempest 4130-690Kv ,5.00,690.00,13.00,8.00,18.50,10513.00,94.62,1750.50,205.66,12.51,79.60,0.71,2.54
Tempest 4130-690Kv ,6.00,690.00,10.00,6.00,22.20,14005.00,90.12,2000.60,359.89,12.51,79.60,0.63,3.39
BadAss 3515-940 ,5.00,940.00,10.00,6.00,18.50,14710.00,88.08,1629.40,441.88,12.50,83.60,0.77,2.52
Cobra C-4130/14 ,5.00,450.00,14.00,10.00,18.50,7226.00,58.58,1083.80,664.33,12.50,68.40,1.15,3.46
BadAss 2826-820Kv ,4.00,820.00,12.00,8.50,14.80,9696.00,96.68,1431.00,503.14,12.49,78.00,0.87,2.48
BadAss 2826-820Kv ,6.00,820.00,9.00,4.50,22.20,16073.00,77.42,1718.60,418.95,12.49,68.50,0.73,2.48
Cobra C-3525/14 ,6.00,560.00,11.00,8.00,22.20,9936.00,63.28,1404.80,512.53,12.49,75.30,0.89,2.81
Cobra C-4120/14 ,6.00,710.00,10.00,6.00,22.20,13505.00,82.42,1829.60,393.53,12.48,76.70,0.68,2.99
BadAss 4530-360Kv ,5.00,360.00,19.00,12.00,18.50,5564.00,62.48,1155.80,311.47,12.48,63.20,1.08,2.86
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9794.00,89.18,1319.80,545.54,12.48,55.60,0.95,2.70
Tempest 4120-700Kv ,5.00,700.00,10.00,7.00,18.50,11649.00,81.98,1516.80,474.68,12.47,77.20,0.82,2.93
BadAss 3520-560 ,6.00,560.00,11.00,7.00,22.20,10755.00,69.44,1541.40,467.11,12.47,71.30,0.81,2.71
BadAss 3530-650Kv ,5.00,570.00,12.00,6.50,18.50,9114.00,64.84,1199.60,600.20,12.46,56.10,1.04,3.11
Tempest 3515-950Kv ,4.00,950.00,11.00,7.00,14.80,10495.00,100.64,1489.40,483.42,12.45,69.60,0.84,2.44
Tempest 4120-600Kv ,4.00,600.00,12.00,8.00,14.80,7961.00,81.36,1204.20,597.91,12.45,60.30,1.03,2.93
BadAss 3520-650Kv ,5.00,650.00,11.00,7.00,18.50,10733.00,80.84,1495.60,481.41,12.44,71.10,0.83,2.71
BadAss 4520-370Kv ,6.00,370.00,18.00,10.00,22.20,6450.00,54.11,1201.20,299.70,12.44,61.10,1.04,2.58
BadAss 3515-710 ,4.00,710.00,13.00,10.00,14.80,8085.00,90.16,1334.20,539.65,12.44,76.60,0.93,2.51
BadAss 4530-440Kv ,6.00,440.00,14.00,9.00,22.20,8553.00,63.50,1409.70,255.37,12.43,72.90,0.88,2.87
BadAss 3520-790 ,4.00,790.00,12.00,6.00,14.80,9820.00,88.82,1314.40,547.78,12.43,55.80,0.95,2.70
BadAss 3520-560 ,4.00,560.00,15.00,8.00,14.80,6868.00,73.96,1094.60,657.77,12.43,52.00,1.14,2.71
Cobra C-4130/16 ,5.00,390.00,16.00,12.00,18.50,5598.00,86.46,1599.60,450.11,12.43,63.60,0.78,3.45
BadAss 3520-650Kv ,6.00,650.00,10.00,8.00,22.20,12725.00,98.60,2189.00,328.92,12.42,96.40,0.57,2.71
BadAss 4530-440Kv ,5.00,440.00,17.00,10.00,18.50,6853.00,81.90,1515.10,237.61,12.41,64.90,0.82,2.87
Cobra C-3520/14 ,5.00,700.00,11.00,8.00,18.50,9833.00,77.06,1425.60,505.05,12.41,74.50,0.87,2.65
